mol_id,mean_nll,max_nll,n_atoms,ensemble_std,abs_error,seed_rmse,quadrant_label,is_wrong18,is_certain47,group
mobley_4780078,20.621084213256836,41.116722106933594,19,0.172715,0.282344,0.3218425767141444,high_std_low_rmse,False,False,other
mobley_5467162,20.140430450439453,49.210044860839844,25,0.251583,0.327724,0.3975402906908936,high_std_high_rmse,False,False,other
mobley_6257907,26.01694679260254,42.25963592529297,14,0.118418,0.617863,0.6268751502768308,low_std_high_rmse,True,False,gradient12
mobley_7913234,16.374530792236328,37.97158432006836,25,0.221598,1.011322,1.030560981242158,high_std_high_rmse,False,False,other
mobley_5518547,18.999794006347656,36.13795852661133,17,0.129328,0.160313,0.1976892501503303,low_std_low_rmse,False,True,certain47
mobley_4883284,19.68905258178711,37.79521179199219,14,0.120414,0.564867,0.5750428600626217,low_std_high_rmse,True,False,gradient12
mobley_5220185,22.632526397705078,36.5499267578125,16,0.182583,0.04786,0.1701756313013117,high_std_low_rmse,False,False,other
mobley_3359593,18.545042037963867,46.78958511352539,26,0.120754,0.714741,0.7228555905139008,low_std_high_rmse,True,False,isolated6
mobley_4683624,16.577627182006836,36.79769515991211,22,0.256089,0.461769,0.5154570331478658,high_std_high_rmse,False,False,other
mobley_1636752,29.835535049438477,39.99580764770508,6,0.102529,0.193523,0.2141510662242898,low_std_low_rmse,False,True,certain47
mobley_2310185,24.282732009887695,35.36089324951172,9,0.051176,0.208744,0.2137032383638581,low_std_low_rmse,False,True,certain47
mobley_3682850,16.113258361816406,32.5270881652832,17,0.04766,0.425507,0.4276365479532825,low_std_high_rmse,True,False,gradient12
mobley_1363784,21.552011489868164,34.20827102661133,17,0.188012,0.498597,0.5261914393583383,high_std_high_rmse,False,False,other
mobley_2837389,37.211280822753906,40.61186599731445,10,0.345705,0.869351,0.9227031278514228,high_std_high_rmse,False,False,other
mobley_9507933,20.536684036254883,28.787342071533203,17,0.143378,0.168151,0.2114725988779632,low_std_low_rmse,False,True,certain47
mobley_296847,20.004249572753906,27.2591495513916,11,0.19739,0.019711,0.1776475862487302,high_std_low_rmse,False,False,other
mobley_8208692,32.85006332397461,47.25090789794922,22,0.206995,1.309067,1.3220941025330235,high_std_high_rmse,False,False,other
mobley_4884177,19.09358024597168,27.32015609741211,17,0.172601,0.166916,0.2273622774059055,high_std_low_rmse,False,False,other
mobley_6714389,28.845638275146484,53.93769836425781,7,0.151935,0.445853,0.4661036424682819,high_std_high_rmse,False,False,other
mobley_2245668,18.974201202392578,42.15815734863281,15,0.075195,0.048121,0.0826981302968815,low_std_low_rmse,False,True,certain47
mobley_5973402,16.713674545288086,41.67033386230469,18,0.092795,0.234978,0.2492060130703111,low_std_low_rmse,False,True,certain47
mobley_3546460,14.230708122253418,29.278308868408203,21,0.050667,0.091769,0.1023486628324964,low_std_low_rmse,False,True,certain47
mobley_8311303,33.86712646484375,51.41358947753906,22,0.26472,0.981506,1.0096614257084402,high_std_high_rmse,False,False,other
mobley_9741965,28.453380584716797,51.86521911621094,20,0.209853,0.757753,0.7806533506271525,high_std_high_rmse,False,False,other
mobley_4603202,27.4277400970459,39.23061752319336,15,0.225738,0.010166,0.2021623587866939,high_std_low_rmse,False,False,other
mobley_628086,29.8229923248291,40.590599060058594,12,0.209038,0.181232,0.2603896620705209,high_std_low_rmse,False,False,other
mobley_4620651,25.82650375366211,39.833160400390625,15,0.095282,0.804883,0.8093821994102659,low_std_high_rmse,True,False,gradient12
mobley_7977115,15.891538619995117,38.822696685791016,21,0.107758,0.027464,0.1002181275768012,low_std_low_rmse,False,True,certain47
mobley_2789243,28.1627254486084,37.05681228637695,11,0.250348,0.980047,1.005302023708597,high_std_high_rmse,False,False,other
mobley_3968739,18.303123474121094,36.37287521362305,18,0.091785,0.150142,0.1711203688997891,low_std_low_rmse,False,True,certain47
mobley_63712,19.93496322631836,34.45859909057617,20,0.155747,0.673839,0.6880872435772951,high_std_high_rmse,False,False,other
mobley_1046331,20.0758056640625,37.82283020019531,15,0.162749,0.431888,0.4557595019538264,high_std_high_rmse,False,False,other
mobley_1160109,19.15077781677246,38.530372619628906,27,0.094937,0.152691,0.1747139194952709,low_std_low_rmse,False,True,certain47
mobley_4149784,24.373401641845703,36.19584655761719,22,0.173555,0.304051,0.3413859252245177,high_std_low_rmse,False,False,other
mobley_397645,18.238615036010742,34.88038635253906,21,0.088408,0.218903,0.2327477930460353,low_std_low_rmse,False,True,certain47
mobley_4690963,17.62209129333496,28.697120666503906,22,0.240711,0.697987,0.7304377114167914,high_std_high_rmse,False,False,other
mobley_1967551,29.514589309692383,45.07151412963867,7,0.057736,0.080715,0.0958209104851336,low_std_low_rmse,False,True,certain47
mobley_6733657,47.29243469238281,146.64907836914062,24,0.341453,1.828977,1.8542997814672253,high_std_high_rmse,False,False,other
mobley_9565165,17.96059226989746,37.16255569458008,23,0.177898,0.212707,0.2656355540559283,high_std_low_rmse,False,False,other
mobley_2487143,16.12025260925293,40.5087890625,19,0.096472,0.037202,0.0939649733230419,low_std_low_rmse,False,True,certain47
mobley_8449031,20.451457977294922,39.29266357421875,22,0.129186,1.012433,1.019004920989001,low_std_high_rmse,True,False,gradient12
mobley_172879,16.30828285217285,31.514936447143555,22,0.182181,0.113362,0.1985016313766715,high_std_low_rmse,False,False,other
mobley_5346580,20.684118270874023,48.900177001953125,19,0.133044,0.176327,0.2127248996370663,low_std_low_rmse,False,True,certain47
mobley_3573480,14.76617431640625,34.541404724121094,22,0.094797,0.052288,0.0996150127400484,low_std_low_rmse,False,True,certain47
mobley_1075836,22.85245132446289,36.90442657470703,14,0.076377,0.13008,0.1469274089406056,low_std_low_rmse,False,True,certain47
mobley_6102880,15.800797462463379,29.11387825012207,23,0.141753,0.015531,0.1277352591925973,low_std_low_rmse,False,True,certain47
mobley_1827204,15.053662300109863,33.57564926147461,19,0.023275,0.1297,0.1313605093854312,low_std_low_rmse,False,True,certain47
mobley_2146331,40.45158767700195,44.818458557128906,4,0.2871,1.092694,1.12246253440175,high_std_high_rmse,False,False,other
mobley_7943327,20.648300170898438,30.466711044311523,17,0.086484,0.041188,0.0876355289217791,low_std_low_rmse,False,True,certain47
mobley_5110043,17.0277156829834,21.17875862121582,24,0.15365,0.304087,0.3336998014821105,high_std_low_rmse,False,False,other
mobley_5616693,17.611948013305664,27.232345581054688,29,0.182904,0.66032,0.6802832462313034,high_std_high_rmse,False,False,other
mobley_6619554,17.660093307495117,41.23595428466797,23,0.076218,0.067886,0.0962073001523274,low_std_low_rmse,False,True,certain47
mobley_6359156,21.71708869934082,35.92947006225586,22,0.196957,0.649604,0.6730664996964267,high_std_high_rmse,False,False,other
mobley_1781152,21.308786392211914,53.52703094482422,20,0.146737,0.115716,0.1749729199647761,low_std_low_rmse,False,True,certain47
mobley_859464,19.513187408447266,39.34257888793945,20,0.085614,0.097102,0.1236627084403378,low_std_low_rmse,False,True,certain47
mobley_7150646,23.146291732788086,41.149837493896484,12,0.070614,0.546175,0.5498146794087985,low_std_high_rmse,True,False,isolated6
mobley_1592519,15.79533863067627,29.940868377685547,26,0.092933,0.099261,0.1294676178795299,low_std_low_rmse,False,True,certain47
mobley_5538249,24.65094757080078,35.45261001586914,22,0.117499,0.031378,0.1096783788018403,low_std_low_rmse,False,True,certain47
mobley_6911232,24.964269638061523,46.62562942504883,12,0.083319,0.335707,0.3438788306848795,low_std_low_rmse,False,True,certain47
mobley_3269565,19.2954158782959,34.967803955078125,15,0.063104,0.454734,0.4582234662031177,low_std_high_rmse,True,False,gradient12
mobley_2484519,22.22284698486328,49.04920959472656,15,0.060062,0.134748,0.1450625131286508,low_std_low_rmse,False,True,certain47
mobley_7690440,34.87212371826172,40.331417083740234,10,0.112087,0.474423,0.4848998102309383,low_std_high_rmse,True,False,isolated6
mobley_3802803,17.608179092407227,42.115455627441406,23,0.080633,0.079206,0.1071211954731649,low_std_low_rmse,False,True,certain47
mobley_1144156,17.81214141845703,28.99896240234375,15,0.088454,0.055814,0.0968220129330102,low_std_low_rmse,False,True,certain47
mobley_2481002,337.94158935546875,897.5242919921875,7,0.520246,1.604438,1.6705529007364,high_std_high_rmse,False,False,other
mobley_2489709,31.426607131958008,37.47111511230469,12,0.072225,0.092989,0.1132256049425218,low_std_low_rmse,False,True,certain47
mobley_5052949,17.319772720336914,34.29214859008789,21,0.071753,0.862238,0.8646227582783141,low_std_high_rmse,True,False,gradient12
mobley_2492140,93.71989440917969,197.48947143554688,8,0.192632,0.102875,0.2006712763267329,high_std_low_rmse,False,False,other
mobley_7542832,16.800212860107422,29.864347457885742,21,0.086518,0.021131,0.0802171633018769,low_std_low_rmse,False,True,certain47
mobley_7814642,31.992910385131836,43.34390640258789,12,0.071812,0.346927,0.3528223210436095,low_std_low_rmse,False,True,certain47
mobley_1563176,16.607595443725586,31.28660774230957,15,0.127154,0.3441,0.3624081160073543,low_std_high_rmse,True,False,gradient12
mobley_1873346,16.423986434936523,24.941648483276367,15,0.078018,0.004793,0.0699456239574714,low_std_low_rmse,False,True,certain47
mobley_3040612,17.54595947265625,27.70077896118164,21,0.068967,0.158054,0.1696653759015079,low_std_low_rmse,False,True,certain47
mobley_4483973,17.20378303527832,35.57386016845703,12,0.130105,0.822318,0.8305108765663457,low_std_high_rmse,True,False,gradient12
mobley_9913368,35.98849868774414,37.39857864379883,6,0.114728,0.973903,0.9792939248191016,low_std_high_rmse,True,False,isolated6
mobley_1449384,18.005281448364258,28.572525024414062,24,0.063839,0.416688,0.4205818309977263,low_std_high_rmse,True,False,gradient12
mobley_7708038,23.22383689880371,45.868064880371094,11,0.06761,0.007993,0.0609981784990339,low_std_low_rmse,False,True,certain47
mobley_8311321,42.211090087890625,45.99097442626953,5,0.212731,1.147372,1.1630418941817189,high_std_high_rmse,False,False,other
mobley_766666,44.18098831176758,51.8707389831543,6,0.113351,0.410338,0.422677009135581,low_std_high_rmse,True,False,isolated6
mobley_5445548,17.361597061157227,28.268468856811523,21,0.049632,0.092207,0.1023365677341193,low_std_low_rmse,False,True,certain47
mobley_9029594,34.30436325073242,46.58735656738281,5,0.149732,0.603781,0.6184553913992504,high_std_high_rmse,False,False,other
mobley_3370989,28.493553161621094,35.677120208740234,8,0.162863,0.395943,0.4218884967483707,high_std_high_rmse,False,False,other
mobley_627267,20.21213722229004,49.7135009765625,14,0.101311,0.009062,0.0910676974475582,low_std_low_rmse,False,True,certain47
mobley_6250025,14.203697204589844,46.760009765625,20,0.082815,0.226865,0.2386516576112556,low_std_low_rmse,False,True,certain47
mobley_4252724,15.91407299041748,29.195653915405273,24,0.040885,0.401738,0.4033992906548052,low_std_high_rmse,True,False,gradient12
mobley_7157427,15.58969783782959,40.66187286376953,23,0.069558,0.087019,0.1069714278225732,low_std_low_rmse,False,True,certain47
mobley_8885088,23.851533889770508,38.71702194213867,13,0.08423,0.44199,0.4483649708367058,low_std_high_rmse,True,False,isolated6
mobley_8522124,16.342506408691406,52.046592712402344,22,0.03158,0.079021,0.083917442441962,low_std_low_rmse,False,True,certain47
mobley_4678740,28.092126846313477,36.722904205322266,18,0.17396,0.047235,0.1626059805905059,high_std_low_rmse,False,False,other
mobley_2689721,15.594868659973145,19.965774536132812,18,0.088675,0.134371,0.1560328056102305,low_std_low_rmse,False,True,certain47
mobley_1662128,18.577306747436523,32.02829360961914,12,0.03899,0.14215,0.1463656507586392,low_std_low_rmse,False,True,certain47
mobley_4762983,15.232205390930176,31.373014450073242,21,0.031274,0.105555,0.1091983800630761,low_std_low_rmse,False,True,certain47
mobley_7732703,42.57040786743164,48.54355239868164,5,0.20132,0.609103,0.6351616017410057,high_std_high_rmse,False,False,other
mobley_2068538,18.767623901367188,35.11119842529297,11,0.063148,0.289895,0.2953460332250968,low_std_low_rmse,False,True,certain47
mobley_5157661,19.79307746887207,52.8485107421875,14,0.080221,0.04793,0.0862882818023397,low_std_low_rmse,False,True,certain47
mobley_1261349,31.480579376220703,211.9871063232422,17,0.217181,0.07022,0.2065550990675368,high_std_low_rmse,False,False,other
mobley_2328633,16.469675064086914,36.886993408203125,30,0.186476,0.914592,0.9296762453893288,high_std_high_rmse,False,False,other
mobley_8436428,16.687522888183594,29.65164566040039,23,0.138614,0.076447,0.1456546917493562,low_std_low_rmse,False,True,certain47
mobley_3060426,21.520679473876953,88.76095581054688,29,0.28551,0.092126,0.2714771123424587,high_std_low_rmse,False,False,other
mobley_2197088,12.76573371887207,18.93350601196289,32,0.096115,0.024532,0.0894000595033359,low_std_low_rmse,False,True,certain47
