fold,mol_id,train_pool_size,best_sim_vs_train,isolated_lt_022,isolated_lt_030,best_sim_vs_642_universe,structurally_isolated_lt_022,structurally_isolated_lt_030
0,mobley_7943327,411,0.6667,0,0,0.6667,0,0
0,mobley_5110043,411,0.5,0,0,0.5,0,0
0,mobley_5616693,411,0.3043,0,0,0.3529,0,0
0,mobley_6619554,411,0.7143,0,0,0.8571,0,0
0,mobley_6359156,411,0.6154,0,0,0.6154,0,0
0,mobley_1781152,411,0.4118,0,0,0.5263,0,0
0,mobley_859464,411,0.619,0,0,0.619,0,0
0,mobley_7150646,411,0.6154,0,0,0.6154,0,0
0,mobley_1592519,411,0.6818,0,0,0.8571,0,0
0,mobley_5538249,411,0.5455,0,0,0.5455,0,0
0,mobley_6911232,411,0.4615,0,0,0.4615,0,0
0,mobley_3269565,411,0.4545,0,0,0.4545,0,0
0,mobley_2484519,411,0.4737,0,0,0.4737,0,0
0,mobley_7690440,411,0.5,0,0,0.5,0,0
0,mobley_3802803,411,0.8182,0,0,0.8182,0,0
0,mobley_1144156,411,0.35,0,0,0.6364,0,0
0,mobley_2481002,411,0.3571,0,0,0.3571,0,0
0,mobley_2489709,411,0.5714,0,0,0.5714,0,0
0,mobley_5052949,411,0.3846,0,0,0.3846,0,0
0,mobley_2492140,411,0.3333,0,0,0.3333,0,0
0,mobley_7542832,411,0.6667,0,0,0.6667,0,0
0,mobley_7814642,411,0.5,0,0,0.5,0,0
0,mobley_1563176,411,0.5833,0,0,0.5833,0,0
0,mobley_1873346,411,0.5833,0,0,0.5833,0,0
0,mobley_3040612,411,0.5217,0,0,0.5217,0,0
0,mobley_4483973,411,0.4286,0,0,0.4286,0,0
0,mobley_9913368,411,1.0,0,0,1.0,0,0
0,mobley_1449384,411,0.5333,0,0,0.5333,0,0
0,mobley_7708038,411,0.5833,0,0,0.5833,0,0
0,mobley_8311321,411,0.4286,0,0,0.4286,0,0
0,mobley_766666,411,0.3,0,1,0.3,0,1
0,mobley_5445548,411,0.5238,0,0,0.5263,0,0
0,mobley_9029594,411,0.2,1,1,0.2857,0,1
0,mobley_3370989,411,0.375,0,0,0.4286,0,0
0,mobley_627267,411,0.3636,0,0,0.4167,0,0
0,mobley_6250025,411,1.0,0,0,1.0,0,0
0,mobley_4252724,411,0.5,0,0,0.5,0,0
0,mobley_7157427,411,1.0,0,0,1.0,0,0
0,mobley_8885088,411,0.7778,0,0,0.7778,0,0
0,mobley_8522124,411,0.5556,0,0,0.9375,0,0
0,mobley_4678740,411,0.4,0,0,0.6111,0,0
0,mobley_2689721,411,1.0,0,0,1.0,0,0
0,mobley_1662128,411,0.5,0,0,0.5,0,0
0,mobley_4762983,411,0.9375,0,0,0.9375,0,0
0,mobley_7732703,411,0.4545,0,0,0.4545,0,0
0,mobley_2068538,411,0.5,0,0,0.5,0,0
0,mobley_5157661,411,0.5,0,0,0.5,0,0
0,mobley_1261349,411,0.4286,0,0,0.4286,0,0
0,mobley_2328633,411,0.3889,0,0,0.65,0,0
0,mobley_8436428,411,0.5385,0,0,0.5385,0,0
0,mobley_3060426,411,0.4444,0,0,0.4444,0,0
0,mobley_2197088,411,1.0,0,0,1.0,0,0
1,mobley_4587267,411,0.4286,0,0,0.4286,0,0
1,mobley_9557440,411,0.52,0,0,0.52,0,0
1,mobley_2316618,411,0.4444,0,0,0.4444,0,0
1,mobley_242480,411,0.76,0,0,0.76,0,0
1,mobley_2099370,411,0.475,0,0,0.475,0,0
1,mobley_2123854,411,0.5,0,0,0.5,0,0
1,mobley_5708811,411,0.3871,0,0,0.3871,0,0
1,mobley_194273,411,0.2857,0,1,0.2857,0,1
1,mobley_6620221,411,0.25,0,1,0.4545,0,0
1,mobley_9007496,411,0.3636,0,0,0.4545,0,0
1,mobley_6201330,411,0.7931,0,0,0.7931,0,0
1,mobley_4188615,411,0.625,0,0,0.625,0,0
1,mobley_6198745,411,0.5652,0,0,0.5652,0,0
1,mobley_6195751,411,0.5294,0,0,0.5294,0,0
1,mobley_8124669,411,0.3158,0,0,0.3158,0,0
1,mobley_8011706,411,0.3636,0,0,0.3636,0,0
1,mobley_2457863,411,0.5385,0,0,0.5385,0,0
1,mobley_1323538,411,0.3529,0,0,0.3529,0,0
1,mobley_5948990,411,0.5385,0,0,0.5385,0,0
1,mobley_1659169,411,0.4167,0,0,0.4167,0,0
1,mobley_2078467,411,0.5,0,0,0.5,0,0
1,mobley_4395315,411,0.5909,0,0,0.5909,0,0
1,mobley_9626434,411,0.6,0,0,0.6111,0,0
1,mobley_5816127,411,0.4118,0,0,0.5385,0,0
1,mobley_3727287,411,0.2308,0,1,0.2308,0,1
1,mobley_4687447,411,0.6667,0,0,0.6842,0,0
1,mobley_5880265,411,0.7059,0,0,0.7059,0,0
1,mobley_852937,411,0.4444,0,0,0.4444,0,0
1,mobley_5072416,411,0.6316,0,0,0.6316,0,0
1,mobley_2402487,411,0.6667,0,0,0.6667,0,0
1,mobley_4035953,411,0.6,0,0,0.6,0,0
1,mobley_5917842,411,0.5161,0,0,0.52,0,0
1,mobley_5857,411,0.3889,0,0,0.4348,0,0
1,mobley_6266306,411,0.75,0,0,0.75,0,0
1,mobley_8691603,411,0.6111,0,0,0.6111,0,0
1,mobley_7393673,411,0.64,0,0,0.64,0,0
1,mobley_1755375,411,0.55,0,0,0.55,0,0
1,mobley_5571660,411,0.5263,0,0,0.5294,0,0
1,mobley_6739648,411,0.5556,0,0,0.5556,0,0
1,mobley_4463913,411,0.6471,0,0,0.6471,0,0
1,mobley_4850657,411,0.5556,0,0,0.5556,0,0
1,mobley_4630641,411,0.5385,0,0,0.5833,0,0
1,mobley_9897248,411,1.0,0,0,1.0,0,0
1,mobley_1019269,411,0.7692,0,0,0.7692,0,0
1,mobley_7774695,411,0.3889,0,0,0.3889,0,0
1,mobley_197466,411,0.7059,0,0,0.7059,0,0
1,mobley_5063386,411,0.5385,0,0,0.5385,0,0
1,mobley_9821936,411,0.4545,0,0,0.5263,0,0
1,mobley_1650157,411,0.4545,0,0,0.4545,0,0
1,mobley_2279874,411,0.4545,0,0,0.4545,0,0
1,mobley_632905,411,0.5417,0,0,0.64,0,0
1,mobley_9460824,411,0.7727,0,0,0.7727,0,0
1,mobley_5692472,411,0.2,1,1,0.2727,0,1
1,mobley_9571888,411,0.3636,0,0,0.3636,0,0
1,mobley_3976574,411,0.6897,0,0,0.6957,0,0
1,mobley_5006685,411,0.4324,0,0,0.4324,0,0
1,mobley_8827942,411,0.5185,0,0,0.64,0,0
1,mobley_6929123,411,0.5263,0,0,0.5263,0,0
1,mobley_3414356,411,0.5333,0,0,0.5333,0,0
1,mobley_7532833,411,0.3636,0,0,0.3636,0,0
1,mobley_5510474,411,0.5263,0,0,0.64,0,0
1,mobley_5123639,411,0.5385,0,0,0.5385,0,0
1,mobley_2958326,411,0.5714,0,0,0.5714,0,0
1,mobley_1352110,411,0.2903,0,1,0.6429,0,0
1,mobley_7239499,411,0.56,0,0,0.56,0,0
1,mobley_9510785,411,0.625,0,0,0.625,0,0
1,mobley_6081058,411,0.5455,0,0,0.6667,0,0
1,mobley_9671033,411,0.6667,0,0,0.6667,0,0
1,mobley_7176248,411,0.7561,0,0,0.7561,0,0
1,mobley_8337722,411,0.3182,0,0,0.3182,0,0
1,mobley_2261979,411,0.5,0,0,0.5,0,0
1,mobley_5371840,411,0.6522,0,0,0.85,0,0
1,mobley_8492526,411,0.8125,0,0,0.8125,0,0
1,mobley_2390199,411,0.5625,0,0,0.625,0,0
1,mobley_5627459,411,0.375,0,0,0.3846,0,0
1,mobley_7573149,411,0.7059,0,0,0.7059,0,0
1,mobley_4013838,411,0.5385,0,0,0.5385,0,0
1,mobley_7859387,411,1.0,0,0,1.0,0,0
1,mobley_2294995,411,0.5556,0,0,0.5556,0,0
1,mobley_8514745,411,0.625,0,0,0.95,0,0
1,mobley_1502181,411,1.0,0,0,1.0,0,0
1,mobley_7295828,411,0.5294,0,0,0.5294,0,0
1,mobley_5263791,411,0.48,0,0,0.48,0,0
1,mobley_9617923,411,1.0,0,0,1.0,0,0
1,mobley_4694328,411,1.0,0,0,1.0,0,0
1,mobley_7455579,411,0.5455,0,0,0.5455,0,0
1,mobley_7375018,411,1.0,0,0,1.0,0,0
1,mobley_902954,411,0.8182,0,0,0.8182,0,0
1,mobley_1328465,411,0.3333,0,0,0.5,0,0
1,mobley_3266352,411,0.44,0,0,0.44,0,0
1,mobley_7869158,411,0.6,0,0,0.6,0,0
1,mobley_2422586,411,0.5,0,0,0.5833,0,0
1,mobley_2049967,411,0.4545,0,0,0.4545,0,0
1,mobley_1893815,411,0.4167,0,0,0.4167,0,0
1,mobley_6804509,411,0.4667,0,0,0.5,0,0
1,mobley_4699732,411,0.5385,0,0,0.5385,0,0
1,mobley_3452749,411,0.6111,0,0,0.6111,0,0
1,mobley_1760914,411,0.5625,0,0,0.5625,0,0
1,mobley_186894,411,0.5833,0,0,0.5833,0,0
1,mobley_9729792,411,0.2143,1,1,0.2143,1,1
1,mobley_1987439,411,0.6154,0,0,0.6154,0,0
1,mobley_3999471,411,0.4545,0,0,0.8333,0,0
1,mobley_3234716,411,0.6154,0,0,0.6154,0,0
1,mobley_3425174,411,0.4286,0,0,0.4286,0,0
1,mobley_1278715,411,0.375,0,0,0.5,0,0
1,mobley_4434915,411,0.5,0,0,0.5,0,0
1,mobley_9434451,411,0.4286,0,0,0.4286,0,0
1,mobley_7893124,411,0.5,0,0,0.5,0,0
1,mobley_1231151,411,0.5,0,0,0.8333,0,0
1,mobley_3761215,411,0.7143,0,0,0.7143,0,0
1,mobley_4506634,411,0.5,0,0,0.5,0,0
1,mobley_1893937,411,1.0,0,0,1.0,0,0
1,mobley_6359135,411,0.4286,0,0,0.5,0,0
1,mobley_929676,411,1.0,0,0,1.0,0,0
1,mobley_2517158,411,1.0,0,0,1.0,0,0
1,mobley_511661,411,0.375,0,0,0.375,0,0
1,mobley_2784376,411,1.0,0,0,1.0,0,0
1,mobley_6358463,411,0.3529,0,0,0.5,0,0
1,mobley_6091882,411,0.25,0,1,0.25,0,1
1,mobley_1899443,411,0.4444,0,0,0.4444,0,0
1,mobley_4043951,411,0.625,0,0,0.625,0,0
1,mobley_2143011,411,0.3636,0,0,0.3846,0,0
1,mobley_3709920,411,1.0,0,0,1.0,0,0
1,mobley_5449201,411,0.75,0,0,0.75,0,0
1,mobley_7106722,411,0.5,0,0,0.6,0,0
1,mobley_4177472,411,0.5,0,0,0.5,0,0
1,mobley_3167746,411,1.0,0,0,1.0,0,0
1,mobley_4043987,411,0.5556,0,0,0.6,0,0
1,mobley_1723043,411,0.1429,1,1,0.1429,1,1
2,mobley_1896013,412,0.28,0,1,0.28,0,1
2,mobley_337666,412,0.52,0,0,0.52,0,0
2,mobley_3259411,412,0.4286,0,0,0.4286,0,0
2,mobley_5003962,412,0.4815,0,0,0.4828,0,0
2,mobley_2751110,412,0.5652,0,0,0.5652,0,0
2,mobley_1708457,412,0.5556,0,0,0.5556,0,0
2,mobley_5200358,412,0.2333,0,1,0.2424,0,1
2,mobley_8048190,412,0.4615,0,0,0.5556,0,0
2,mobley_2782339,412,0.36,0,0,0.36,0,0
2,mobley_8052240,412,0.7083,0,0,0.7083,0,0
2,mobley_1944394,412,0.3448,0,0,0.3448,0,0
2,mobley_8578590,412,0.2,1,1,0.2,1,1
2,mobley_3777264,412,0.5714,0,0,0.5714,0,0
2,mobley_3323117,412,0.1818,1,1,0.1818,1,1
2,mobley_6727159,412,0.6667,0,0,0.6667,0,0
2,mobley_7463408,412,0.3226,0,0,0.3438,0,0
2,mobley_3047364,412,0.6,0,0,0.6,0,0
2,mobley_4218209,412,0.5,0,0,0.5,0,0
2,mobley_9257453,412,0.5909,0,0,0.5909,0,0
2,mobley_6232400,412,0.5,0,0,0.5,0,0
2,mobley_486214,412,0.5909,0,0,0.5909,0,0
2,mobley_4936555,412,0.4138,0,0,0.4138,0,0
2,mobley_3034976,412,0.4167,0,0,0.625,0,0
2,mobley_20524,412,0.4286,0,0,0.4286,0,0
2,mobley_5393242,412,0.2264,0,1,0.413,0,0
2,mobley_820789,412,0.6471,0,0,0.6471,0,0
2,mobley_2354112,412,0.5,0,0,0.5,0,0
2,mobley_1571523,412,0.6111,0,0,0.6111,0,0
2,mobley_7754849,412,0.7727,0,0,0.7727,0,0
2,mobley_4964807,412,0.4545,0,0,0.4545,0,0
2,mobley_8723116,412,0.4444,0,0,0.6154,0,0
2,mobley_2518989,412,0.3529,0,0,0.3529,0,0
2,mobley_1743409,412,0.7778,0,0,0.7778,0,0
2,mobley_3187514,412,0.5263,0,0,0.5625,0,0
2,mobley_646007,412,0.5556,0,0,0.8889,0,0
2,mobley_2613240,412,0.6316,0,0,0.6316,0,0
2,mobley_4934872,412,0.4138,0,0,0.5,0,0
2,mobley_7364468,412,0.2571,0,1,0.2571,0,1
2,mobley_7326706,412,0.2917,0,1,0.413,0,0
2,mobley_3210206,412,0.6296,0,0,0.6296,0,0
2,mobley_9201263,412,0.5385,0,0,0.5385,0,0
2,mobley_8746821,412,0.5,0,0,0.5,0,0
2,mobley_5977084,412,0.48,0,0,0.48,0,0
2,mobley_9740891,412,0.4211,0,0,0.45,0,0
2,mobley_2850833,412,0.5,0,0,0.5,0,0
2,mobley_4584540,412,0.45,0,0,0.45,0,0
2,mobley_7497999,412,0.5714,0,0,0.5714,0,0
2,mobley_2577969,412,0.5,0,0,0.5,0,0
2,mobley_819018,412,1.0,0,0,1.0,0,0
2,mobley_550662,412,0.5455,0,0,0.5455,0,0
2,mobley_4291494,412,0.4545,0,0,0.4545,0,0
2,mobley_7227357,412,0.6,0,0,0.6,0,0
2,mobley_5631798,412,0.0526,1,1,0.0,1,1
2,mobley_6497672,412,0.4167,0,0,0.4167,0,0
2,mobley_8713762,412,0.6429,0,0,0.6429,0,0
2,mobley_7142697,412,0.9231,0,0,0.9231,0,0
2,mobley_3325209,412,0.4091,0,0,0.4762,0,0
2,mobley_6060301,412,1.0,0,0,1.0,0,0
2,mobley_2043882,412,0.7059,0,0,0.7059,0,0
2,mobley_7610437,412,0.5333,0,0,0.5333,0,0
2,mobley_3867265,412,0.4545,0,0,0.625,0,0
2,mobley_2960202,412,0.6316,0,0,0.6316,0,0
2,mobley_6248915,412,1.0,0,0,1.0,0,0
2,mobley_8823527,412,0.6154,0,0,0.6154,0,0
2,mobley_1881249,412,0.6111,0,0,0.6471,0,0
2,mobley_8882696,412,0.8889,0,0,0.8889,0,0
2,mobley_6632459,412,0.5,0,0,0.5,0,0
2,mobley_5056289,412,0.3158,0,0,0.3684,0,0
2,mobley_7860938,412,0.5714,0,0,0.5714,0,0
2,mobley_9209581,412,0.3,0,1,0.3,0,1
2,mobley_3982371,412,0.4286,0,0,0.4545,0,0
2,mobley_6006813,412,0.6667,0,0,0.8333,0,0
2,mobley_5456566,412,0.625,0,0,0.625,0,0
2,mobley_8785107,412,0.3125,0,0,0.3684,0,0
2,mobley_5390332,412,0.6364,0,0,0.7,0,0
2,mobley_4479135,412,0.5789,0,0,0.5789,0,0
2,mobley_1189457,412,0.3889,0,0,0.3889,0,0
2,mobley_6981465,412,0.6471,0,0,0.6471,0,0
2,mobley_2341732,412,0.8095,0,0,0.85,0,0
2,mobley_6935906,412,0.2703,0,1,0.2703,0,1
2,mobley_1017962,412,0.95,0,0,0.95,0,0
2,mobley_2501588,412,0.7561,0,0,0.7561,0,0
2,mobley_282648,412,0.6364,0,0,0.6364,0,0
2,mobley_1792062,412,0.4444,0,0,0.5,0,0
2,mobley_628951,412,0.75,0,0,0.75,0,0
2,mobley_2763835,412,0.4762,0,0,0.5,0,0
2,mobley_4924862,412,0.5455,0,0,0.5455,0,0
2,mobley_1976156,412,1.0,0,0,1.0,0,0
2,mobley_9246351,412,0.3333,0,0,0.5,0,0
2,mobley_7015518,412,0.3333,0,0,0.3333,0,0
2,mobley_1857976,412,0.5,0,0,0.5,0,0
2,mobley_590519,412,0.3333,0,0,0.4545,0,0
2,mobley_4983965,412,0.3846,0,0,0.4545,0,0
2,mobley_2972906,412,0.2222,0,1,0.2222,0,1
2,mobley_4219614,412,0.5263,0,0,0.5714,0,0
2,mobley_3980099,412,0.5714,0,0,0.6,0,0
2,mobley_9974966,412,0.3333,0,0,0.3333,0,0
2,mobley_1800170,412,0.5556,0,0,0.5556,0,0
2,mobley_9028462,412,0.3182,0,0,0.5263,0,0
2,mobley_1079207,412,0.6111,0,0,0.6111,0,0
2,mobley_9478823,412,0.5714,0,0,0.5714,0,0
2,mobley_129464,412,0.7059,0,0,0.7059,0,0
2,mobley_7360181,412,0.35,0,0,0.35,0,0
2,mobley_994483,412,0.5556,0,0,0.5556,0,0
2,mobley_2198613,412,0.5556,0,0,0.5556,0,0
2,mobley_6430250,412,0.6364,0,0,0.7,0,0
2,mobley_8260524,412,0.3333,0,0,0.3636,0,0
2,mobley_8809190,412,0.8095,0,0,0.85,0,0
2,mobley_8809274,412,0.6111,0,0,0.6111,0,0
2,mobley_3639400,412,0.7692,0,0,0.7692,0,0
2,mobley_3738859,412,0.9231,0,0,0.9231,0,0
2,mobley_6235784,412,0.5385,0,0,0.5385,0,0
2,mobley_2023925,412,0.35,0,0,0.35,0,0
2,mobley_2493732,412,0.375,0,0,0.375,0,0
2,mobley_900088,412,0.625,0,0,0.625,0,0
2,mobley_49274,412,0.9375,0,0,0.9375,0,0
2,mobley_7769613,412,0.3333,0,0,0.4286,0,0
2,mobley_7047032,412,0.5,0,0,0.7143,0,0
2,mobley_9112978,412,0.3333,0,0,0.4444,0,0
2,mobley_5310099,412,0.8125,0,0,0.8125,0,0
2,mobley_8467917,412,0.4167,0,0,0.45,0,0
2,mobley_2008055,412,0.25,0,1,0.25,0,1
2,mobley_1923244,412,0.5,0,0,0.5,0,0
2,mobley_4561957,412,0.5714,0,0,0.5714,0,0
2,mobley_2213823,412,0.5714,0,0,0.5714,0,0
2,mobley_2609604,412,0.5455,0,0,0.5455,0,0
2,mobley_252413,412,0.4615,0,0,0.5,0,0
2,mobley_6896128,412,0.6471,0,0,0.6471,0,0
3,mobley_2727678,412,0.52,0,0,0.52,0,0
3,mobley_2523689,412,0.2941,0,1,0.2941,0,1
3,mobley_6334915,412,0.3043,0,0,0.3043,0,0
3,mobley_3105103,412,0.2857,0,1,0.2857,0,1
3,mobley_5732611,412,0.28,0,1,0.28,0,1
3,mobley_1770205,412,0.2083,1,1,0.2623,0,1
3,mobley_6082662,412,0.5652,0,0,0.5652,0,0
3,mobley_2661134,412,0.4783,0,0,0.5,0,0
3,mobley_4371692,412,0.5667,0,0,0.76,0,0
3,mobley_3201701,412,0.225,0,1,0.225,0,1
3,mobley_7203421,412,0.6,0,0,0.6,0,0
3,mobley_4609460,412,0.7143,0,0,0.7143,0,0
3,mobley_7988076,412,0.4545,0,0,0.5238,0,0
3,mobley_1527293,412,0.4286,0,0,0.475,0,0
3,mobley_8916409,412,0.3529,0,0,0.3529,0,0
3,mobley_3265457,412,0.4118,0,0,0.5294,0,0
3,mobley_4613090,412,0.3571,0,0,0.3571,0,0
3,mobley_3264884,412,0.4783,0,0,0.5,0,0
3,mobley_755351,412,0.5385,0,0,0.5385,0,0
3,mobley_6522117,412,0.3158,0,0,0.3158,0,0
3,mobley_7463799,412,0.7,0,0,0.7,0,0
3,mobley_8764620,412,0.5,0,0,0.5,0,0
3,mobley_6338073,412,0.6,0,0,0.6,0,0
3,mobley_6917738,412,0.5385,0,0,0.5385,0,0
3,mobley_7758918,412,0.5333,0,0,0.5385,0,0
3,mobley_352111,412,0.6316,0,0,0.7059,0,0
3,mobley_3274817,412,0.3171,0,0,0.3171,0,0
3,mobley_4792268,412,0.8235,0,0,0.8235,0,0
3,mobley_2929847,412,0.35,0,0,0.5556,0,0
3,mobley_3515580,412,0.5909,0,0,0.6316,0,0
3,mobley_1821184,412,0.3077,0,0,0.4348,0,0
3,mobley_52782,412,0.6667,0,0,0.75,0,0
3,mobley_5076071,412,0.4,0,0,0.4898,0,0
3,mobley_8966374,412,0.3913,0,0,0.4583,0,0
3,mobley_1244778,412,1.0,0,0,1.0,0,0
3,mobley_7417968,412,0.5417,0,0,0.6842,0,0
3,mobley_1396156,412,0.3,0,1,0.3333,0,0
3,mobley_6309289,412,0.8889,0,0,0.8889,0,0
3,mobley_2693089,412,0.3,0,1,0.5769,0,0
3,mobley_1520842,412,0.5,0,0,0.5,0,0
3,mobley_8861672,412,0.375,0,0,0.4348,0,0
3,mobley_8117218,412,0.5172,0,0,0.5172,0,0
3,mobley_7326982,412,0.4545,0,0,0.4545,0,0
3,mobley_3968043,412,0.9091,0,0,0.9091,0,0
3,mobley_4287564,412,0.5,0,0,0.5,0,0
3,mobley_1036761,412,0.375,0,0,0.375,0,0
3,mobley_5759258,412,0.9231,0,0,0.9231,0,0
3,mobley_7676709,412,0.3529,0,0,0.3529,0,0
3,mobley_9653690,412,0.2059,1,1,0.4324,0,0
3,mobley_7983227,412,0.4444,0,0,0.5714,0,0
3,mobley_2864987,412,0.5333,0,0,0.5333,0,0
3,mobley_6988468,412,0.4,0,0,0.4615,0,0
3,mobley_6175884,412,0.5,0,0,0.5238,0,0
3,mobley_5079234,412,1.0,0,0,1.0,0,0
3,mobley_4193752,412,0.5455,0,0,0.5455,0,0
3,mobley_36119,412,1.0,0,0,1.0,0,0
3,mobley_1952272,412,0.375,0,0,0.4615,0,0
3,mobley_637522,412,0.6364,0,0,0.6364,0,0
3,mobley_7017274,412,0.5385,0,0,0.5385,0,0
3,mobley_4305650,412,0.5,0,0,0.5,0,0
3,mobley_718988,412,1.0,0,0,1.0,0,0
3,mobley_8320545,412,0.5625,0,0,0.5625,0,0
3,mobley_3151666,412,1.0,0,0,1.0,0,0
3,mobley_5747188,412,0.5385,0,0,0.5385,0,0
3,mobley_4893032,412,0.625,0,0,0.625,0,0
3,mobley_7298388,412,0.5714,0,0,0.5714,0,0
3,mobley_1875719,412,0.5,0,0,0.5385,0,0
3,mobley_6978427,412,0.75,0,0,0.75,0,0
3,mobley_8739734,412,0.5385,0,0,0.5385,0,0
3,mobley_8573194,412,0.625,0,0,0.625,0,0
3,mobley_967099,412,0.381,0,0,0.4615,0,0
3,mobley_8337977,412,0.4091,0,0,0.5556,0,0
3,mobley_6973347,412,0.5263,0,0,0.5882,0,0
3,mobley_3775790,412,0.2105,1,1,0.3158,0,0
3,mobley_3715043,412,0.4211,0,0,0.5789,0,0
3,mobley_1717215,412,0.375,0,0,0.375,0,0
3,mobley_2005792,412,0.4444,0,0,0.4444,0,0
3,mobley_3318135,412,0.625,0,0,0.625,0,0
3,mobley_468867,412,0.4828,0,0,0.4828,0,0
3,mobley_1722522,412,0.7778,0,0,0.7778,0,0
3,mobley_8754702,412,0.5556,0,0,0.5556,0,0
3,mobley_9414831,412,0.48,0,0,0.5789,0,0
3,mobley_1905088,412,0.4737,0,0,0.4737,0,0
3,mobley_4845722,412,0.625,0,0,0.625,0,0
3,mobley_3690931,412,0.6667,0,0,0.6667,0,0
3,mobley_5471704,412,0.5652,0,0,0.6,0,0
