mol_id,cross_run_mean,cross_run_std,base_ensemble_mean,base_ensemble_std,base_seed42_pred,exp,is_gradient12,cross_run_err,base_ens_err,base_seed42_err
,-3.34869175,0.8908007031636574,-5.268977,0.341453,-4.049139,-3.44,,0.09130824999999998,1.8289769999999996,0.6091390000000003
,-6.4032556875,0.2339890580497925,-6.382457,0.151634,-5.884162,-6.5,,0.09674431250000026,0.1175430000000004,0.6158380000000001
,-1.9347195,0.20042368313882802,-1.764293,0.083319,-1.912652,-2.1,,0.16528050000000016,0.3357070000000002,0.18734800000000007
,-6.234447312499999,0.21005490706438917,-5.787472,0.950038,-5.777835,-6.27,,0.03555268750000096,0.4825279999999994,0.49216499999999996
,-6.664114,0.4008867041257416,-6.544433,0.332636,-6.80819,-7.67,,1.0058860000000003,1.1255670000000002,0.8618100000000002
,-1.7146279999999998,0.30296283852622363,-1.753825,0.070614,-1.282751,-2.3,,0.585372,0.5461749999999999,1.0172489999999998
,0.38913693750000006,0.17137564858772233,0.377019,0.069558,0.443023,0.29,,0.09913693750000008,0.08701900000000001,0.15302300000000002
,-8.944560500000001,0.4461033530266276,-9.244311,0.271582,-9.293706,-9.62,,0.6754394999999978,0.3756889999999995,0.326293999999999
,-12.482014250000002,1.0136174444341086,-12.472393,0.466048,-12.895085,-11.95,,0.5320142500000031,0.522393000000001,0.9450850000000006
,-1.5841775624999999,0.2564225434798245,-1.138869,0.086518,-1.398449,-1.16,,0.42417756249999994,0.02113100000000001,0.23844900000000013
,-0.6453851875,0.2222401597750262,-0.850338,0.113351,-0.563043,-0.44,,0.20538518749999995,0.41033800000000004,0.12304299999999996
,-1.9139992499999998,0.8610016700190152,-1.355577,0.112087,-2.070941,-1.83,,0.08399924999999975,0.47442300000000004,0.24094099999999985
,-0.6664965625,0.21478600499317727,-0.552007,0.06761,-0.704478,-0.56,,0.10649656249999995,0.007993000000000028,0.144478
,1.1542609375000001,0.7653837821208798,2.399103,0.20132,1.768622,1.79,,0.6357390624999999,0.6091030000000002,0.02137800000000012
,-15.184722625,1.1167566953516703,-14.360149,0.300727,-14.893212,-15.46,,0.2752773750000017,1.099851000000001,0.5667880000000007
,-1.7921595000000001,0.39992835541414995,-1.466927,0.071812,-1.434649,-1.12,,0.6721595,0.346927,0.31464899999999996
,-6.299486625,0.4003616954701294,-6.741322,0.221598,-6.491711,-5.73,,0.5694866249999997,1.0113219999999998,0.7617109999999991
,-3.0174972499999995,0.3646306825092114,-2.721188,0.086484,-2.782646,-2.68,,0.3374972499999993,0.041188,0.10264600000000002
,-4.2985129375,0.2936912504068331,-4.087464,0.107758,-4.135019,-4.06,,0.23851293750000035,0.027464000000000155,0.07501900000000017
,-3.1154428125000004,0.4405121307967533,-3.300933,0.206995,-3.558388,-4.61,,1.4945571874999999,1.3090670000000002,1.0516120000000004
,-3.438983375,0.4128395293807471,-3.398494,0.26472,-3.859713,-4.38,,0.941016625,0.981506,0.5202869999999997
,0.2548363125,0.38783461242110556,0.647372,0.212731,0.779199,-0.5,,0.7548363124999999,1.1473719999999998,1.279199
,2.44802,0.5632359899684442,2.753553,0.138614,2.8434,2.83,,0.38198,0.07644699999999993,0.013399999999999856
,-2.5603956249999995,0.5148486756614834,-2.207567,0.129186,-3.01815,-3.22,,0.6596043750000007,1.0124330000000001,0.2018500000000003
,0.6954086249999999,0.16665699583870858,0.789021,0.03158,0.551505,0.71,,0.014591375000000073,0.07902100000000001,0.15849499999999994
,-2.8038616875,0.2502589164194338,-2.457102,0.085614,-2.596151,-2.36,,0.4438616875000001,0.09710200000000002,0.236151
,-5.075483,0.4562480780598789,-5.982475,0.326033,-5.149463,-6.2,,1.124517,0.2175250000000002,1.0505370000000003
,-5.7237716875,0.6342115959026839,-8.518271,0.237006,-5.743063,-6.4,,0.6762283125000002,2.118271,0.6569370000000001
,-7.391587124999999,0.2586216231735404,-7.226773,0.0531,-7.373785,-7.0,,0.39158712499999915,0.22677299999999967,0.3737849999999998
,-0.6302359375,0.5203650645311064,0.11801,0.08423,-0.13277,0.56,,1.1902359375,0.44199000000000005,0.6927700000000001
,-1.0838984375,0.32466486137163425,-0.823781,0.149732,-0.688435,-0.22,,0.8638984375000001,0.603781,0.46843500000000005
,-6.0863111875,0.5727546262054655,-7.775807,0.172257,-6.181372,-6.72,,0.6336888125,1.0558070000000006,0.5386280000000001
,-5.004412,0.2518814420944902,-4.551849,0.143378,-4.638332,-4.72,,0.28441200000000055,0.16815099999999994,0.08166799999999963
,-9.067418125,0.4732544558071446,-9.397906,0.234004,-9.662669,-7.4,,1.6674181249999993,1.9979060000000004,2.262668999999999
,-21.2101395625,1.6943452120540634,-23.897036,1.43334,-22.61804,-25.47,,4.259860437499999,1.572963999999999,2.8519599999999983
,-3.5087003125,0.1571843595543012,-3.137293,0.177898,-3.593937,-3.35,,0.15870031249999972,0.21270699999999998,0.24393699999999985
,-5.335505125000001,0.435825708493946,-5.047753,0.209853,-4.686037,-4.29,,1.045505125000001,0.7577530000000001,0.39603699999999975
,-1.3735555,0.33257617220741076,-1.753903,0.114728,-1.363525,-0.78,,0.5935554999999999,0.973903,0.5835250000000001
