mol,atom_idx,P_orig,P_trust,trust_minus_poolmean,orig_minus_poolmean,neighbor_u3_median,neighbor_frac_u3_lt_pool_median,neighbor_mean_sim,neighbor_value_mean,mol_error_dir
mobley_2481002,11040,-10.07369327545166,-0.1819999496241681,-0.004995775917068401,-9.89668910174456,4.023750185966492,0.0,0.5363636374473572,-1.6703255474567413,-1
mobley_2481002,11041,-2.345889806747437,-3.8854863107779067,-3.708482137070807,-2.1688856330403374,5.861058950424194,0.0,0.5972727298736572,-5.12165477015078,-1
mobley_2481002,11042,-6.572507878144582,-3.8854863107779067,-3.708482137070807,-6.395503704437482,5.861058950424194,0.0,0.5972727298736572,-5.12165477015078,-1
mobley_2481002,11043,-6.651703854401906,-3.8854863107779067,-3.708482137070807,-6.4746996806948065,5.861058950424194,0.0,0.5972727298736572,-5.12165477015078,-1
mobley_2492140,11077,-6.534398555755615,-3.075461499317706,-2.8984573256106065,-6.357394382048516,3.933242440223694,0.0,0.8642857193946838,-5.429434125435849,-1
mobley_2492140,11078,-13.425435543060303,-3.075461499317706,-2.8984573256106065,-13.248431369353202,3.933242440223694,0.0,0.8642857193946838,-5.429434125435849,-1
mobley_2492140,11079,-11.889302333196005,-4.429678318753734,-4.252674145046634,-11.712298159488904,13.7398681640625,0.0,0.8405555605888366,-13.121235460042953,-1
mobley_2492140,11080,-17.393157958984375,-4.429678318753734,-4.252674145046634,-17.216153785277275,13.7398681640625,0.0,0.8405555605888366,-13.121235460042953,-1
mobley_2492140,11081,-11.88934620221456,-4.429678318753734,-4.252674145046634,-11.712342028507459,13.7398681640625,0.0,0.8405555605888366,-13.121235460042953,-1
mobley_2492140,11082,-10.386464118957521,-4.429678318753734,-4.252674145046634,-10.20945994525042,13.7398681640625,0.0,0.8405555605888366,-13.121235460042953,-1
mobley_2492140,11083,-10.38647230466207,-4.429678318753734,-4.252674145046634,-10.209468130954969,13.7398681640625,0.0,0.8405555605888366,-13.121235460042953,-1
mobley_2492140,11084,-3.282856543858846,0.3778929564333351,0.5548971301404348,-3.1058523701517466,7.2127991914749146,0.0,0.8107142865657806,-9.256528589129447,-1
mobley_2689721,11401,-0.9547174374262491,-0.7280894357100237,-0.5510852620029241,-0.7777132637191495,0.06900819018483159,0.4,1.0,-0.7126985179881256,-1
mobley_2689721,11402,-0.5324372947216034,-0.7280894357100237,-0.5510852620029241,-0.3554331210145037,0.06900819018483159,0.4,1.0,-0.7126985179881256,-1
mobley_2689721,11403,-0.9547254045804342,-0.7280894357100237,-0.5510852620029241,-0.7777212308733346,0.06900819018483159,0.4,1.0,-0.7126985179881256,-1
mobley_2689721,11404,-0.9547293384869894,-0.7280894357100237,-0.5510852620029241,-0.7777251647798897,0.06900819018483159,0.4,1.0,-0.7126985179881256,-1
mobley_2689721,11405,-0.5324306587378184,-0.7280894357100237,-0.5510852620029241,-0.35542648503071866,0.06900819018483159,0.4,1.0,-0.7126985179881256,-1
mobley_2689721,11406,-0.9547244310379028,-0.7280894357100237,-0.5510852620029241,-0.7777202573308031,0.06900819018483159,0.4,1.0,-0.7126985179881256,-1
mobley_2913224,9440,-1.1219519178072612,-0.7816821685904927,-0.6046779948833929,-0.9449477441001615,0.081845074892044,0.2,1.0,-0.6491217268320422,1
mobley_2913224,9448,-0.8425311247507731,-0.7816821685904927,-0.6046779948833929,-0.6655269510436734,0.081845074892044,0.2,1.0,-0.6491217268320422,1
mobley_2913224,9450,0.17010814075668648,0.12704069722843903,0.3040448709355387,0.3471123144637862,0.038486657664179746,0.6,1.0,0.09100394497315087,1
mobley_2913224,9452,-0.6255447864532471,0.46084860479237344,0.6378527784994732,-0.44854061274614737,0.08805269375443454,0.4,0.9250000178813934,0.4085120216012001,1
mobley_2913224,9453,-1.1283503373463948,0.46084860479237344,0.6378527784994732,-0.951346163639295,0.08805269375443454,0.4,0.9250000178813934,0.4085120216012001,1
mobley_2913224,9454,0.1121249149243037,0.07462533641914203,0.25162951012624174,0.2891290886314034,0.04897995293140405,0.6,1.0,0.09177789826256533,1
mobley_2913224,9459,-0.9719605644543966,-0.23077604518050174,-0.05377187147340204,-0.794956390747297,0.060717273503541905,0.4,0.9230769276618958,-0.1267948784554998,1
mobley_3060426,11552,-0.5319313506285349,-0.7022039628904034,-0.5251997891833038,-0.3549271769214352,0.02497660182416435,0.7,1.0,-0.6609789046769341,-1
mobley_3060426,11557,4.031352326273918,-0.7022039628904034,-0.5251997891833038,4.208356499981018,0.02497660182416435,0.7,1.0,-0.6609789046769341,-1
mobley_3060426,11558,-1.4842029809951782,-0.7022039628904034,-0.5251997891833038,-1.3071988072880785,0.02497660182416435,0.7,1.0,-0.6609789046769341,-1
mobley_3060426,11559,-1.0294306874275208,-0.7022039628904034,-0.5251997891833038,-0.852426513720421,0.02497660182416435,0.7,1.0,-0.6609789046769341,-1
mobley_3060426,11560,-1.3520685036977131,-0.7022039628904034,-0.5251997891833038,-1.1750643299906134,0.02497660182416435,0.7,1.0,-0.6609789046769341,-1
mobley_3370989,11259,-0.020957190543413173,-0.4284019660059098,-0.2513977922988101,0.15604698316368654,0.08845547586679456,0.1,0.7363636493682861,-0.28978731719156114,-1
mobley_3370989,11261,0.7367706100145975,0.39613068531418344,0.5731348590212831,0.9137747837216972,0.17601498216390604,0.0,0.7272727489471436,0.48818953608473137,-1
mobley_3370989,11262,0.7367716431617737,0.39613068531418344,0.5731348590212831,0.9137758168688734,0.17601498216390604,0.0,0.7272727489471436,0.48818953608473137,-1
mobley_3370989,11263,-0.5816068734663228,0.2670467664473416,0.4440509401544413,-0.4046026997592231,0.09114947915077205,0.3,0.7363636493682861,0.043976064523061076,-1
mobley_3370989,11264,-1.03345787525177,0.2670467664473416,0.4440509401544413,-0.8564537015446703,0.09114947915077205,0.3,0.7363636493682861,0.043976064523061076,-1
mobley_3370989,11265,-0.5816042690227429,0.2670467664473416,0.4440509401544413,-0.40460009531564317,0.09114947915077205,0.3,0.7363636493682861,0.043976064523061076,-1
mobley_3546460,10236,-0.18048144380251563,-0.4931000271683115,-0.31609585346121183,-0.0034772700954159297,0.0583535302430391,0.5,1.0,-0.47793844419841963,1
mobley_4059279,9674,-0.13122812658548352,-0.1729402900683263,0.004063883638773386,0.045776047121616176,0.0849331580102443,0.3,1.0,-0.1636110872030258,1
mobley_4059279,9677,-0.1311984496812025,-0.1729402900683263,0.004063883638773386,0.04580572402589719,0.0849331580102443,0.3,1.0,-0.1636110872030258,1
mobley_4603202,10298,-0.20654533555110288,0.1978962121554133,0.374900385862513,-0.029541161844003183,0.06337577849626541,0.4,0.9219697177410126,0.14564706496894358,1
mobley_4603202,10304,0.40524859726428986,0.5369496157277954,0.7139537894348951,0.5822527709713896,0.0484161656349897,0.6,1.0,0.2824826644112666,1
mobley_4603202,10305,0.40525267521540326,0.5369496157277954,0.7139537894348951,0.582256848922503,0.0484161656349897,0.6,1.0,0.2824826644112666,1
mobley_4603202,10308,0.4052464962005615,0.5369496157277954,0.7139537894348951,0.5822506699076613,0.0484161656349897,0.6,1.0,0.2824826644112666,1
mobley_4603202,10309,0.4052538275718689,0.5369496157277954,0.7139537894348951,0.5822580012789687,0.0484161656349897,0.6,1.0,0.2824826644112666,1
mobley_5346580,10634,2.15585295855999,-0.9149732701360849,-0.7379690964289851,2.3328571322670895,0.07738118618726725,0.3,1.0,-0.7213448408991099,1
mobley_5346580,10635,-0.8012857834498087,-0.9149732701360849,-0.7379690964289851,-0.6242816097427091,0.07738118618726725,0.3,1.0,-0.7213448408991099,1
mobley_5346580,10636,-1.4789422353108723,-0.9149732701360849,-0.7379690964289851,-1.3019380616037726,0.07738118618726725,0.3,1.0,-0.7213448408991099,1
mobley_5346580,10637,-1.4094949165980022,-0.9149732701360849,-0.7379690964289851,-1.2324907428909024,0.07738118618726725,0.3,1.0,-0.7213448408991099,1
mobley_5346580,10640,-0.1547557252148787,0.4639285495370191,0.6409327232441189,0.02224844849222099,0.0446171481162309,0.7,1.0,0.46065606325864783,1
mobley_5467162,9907,-0.7476167877515157,-0.20994692374043575,-0.03294275003333605,-0.5706126140444161,0.0844807960093021,0.2,1.0,-0.2590502833637099,1
mobley_5467162,9908,0.7534044310450554,-0.6382670377502399,-0.46126286404314015,0.9304086047521551,0.0712959505617618,0.4,1.0,-0.6147793789083759,1
mobley_5467162,9909,-0.9642646511395773,-0.20994692374043575,-0.03294275003333605,-0.7872604774324776,0.0844807960093021,0.2,1.0,-0.2590502833637099,1
mobley_5467162,9910,-0.9642471472422282,-0.20994692374043575,-0.03294275003333605,-0.7872429735351285,0.0844807960093021,0.2,1.0,-0.2590502833637099,1
mobley_5467162,9931,-0.687517523765564,0.4111521131762685,0.5881562868833682,-0.5105133500584642,0.0617167949676513,0.5,1.0,0.43722683439652127,1
mobley_6115639,9579,0.17490089063843092,-0.07606129488161416,0.10094287882548554,0.3519050643455306,0.1240794993937015,0.0,0.8824175894260406,-0.19759066238378484,1
mobley_6115639,9580,0.07626492033402124,0.12175052956717007,0.2987547032742698,0.25326909404112097,0.08344428241252895,0.4,0.8780219852924347,0.04222678104415535,1
mobley_6115639,9582,-0.5769560088713964,0.12175052956717007,0.2987547032742698,-0.3999518351642967,0.08344428241252895,0.4,0.8780219852924347,0.04222678104415535,1
mobley_6115639,9583,0.0762835716207822,0.12175052956717007,0.2987547032742698,0.2532877453278819,0.08344428241252895,0.4,0.8780219852924347,0.04222678104415535,1
mobley_6115639,9584,0.17489268568654856,-0.07606129488161416,0.10094287882548554,0.35189685939364823,0.1240794993937015,0.0,0.8824175894260406,-0.19759066238378484,1
mobley_6115639,9585,0.07628027349710464,0.12175052956717007,0.2987547032742698,0.25328444720420434,0.08344428241252895,0.4,0.8780219852924347,0.04222678104415535,1
mobley_6115639,9586,0.17489435213307536,-0.07606129488161416,0.10094287882548554,0.35189852584017506,0.1240794993937015,0.0,0.8824175894260406,-0.19759066238378484,1
mobley_6115639,9589,-0.4291503230730693,-0.23664703327200073,-0.059642859564901035,-0.2521461493659696,0.15698434412479395,0.0,0.9571428418159484,-0.3473374394079049,1
mobley_6115639,9591,-0.429016649723053,-0.23664703327200073,-0.059642859564901035,-0.2520124760159533,0.15698434412479395,0.0,0.9571428418159484,-0.3473374394079049,1
mobley_6115639,9593,-0.4291750142971675,-0.23664703327200073,-0.059642859564901035,-0.2521708405900678,0.15698434412479395,0.0,0.9571428418159484,-0.3473374394079049,1
mobley_6239320,9342,-0.17391898234685263,0.05119251198383959,0.2281966856909393,0.0030851913602470693,0.14512249082326883,0.1,0.7909890174865722,-0.05176243409514432,1
mobley_6239320,9343,-0.09335460575918357,0.045541883312286376,0.22254605701938607,0.08364956794791613,0.07575421035289759,0.2,0.7954945027828216,-0.22114301435649392,1
mobley_6239320,9345,-0.17391393582026163,0.05119251198383959,0.2281966856909393,0.003090237886838071,0.14512249082326883,0.1,0.7909890174865722,-0.05176243409514432,1
mobley_6239320,9346,-0.09335338138043876,0.045541883312286376,0.22254605701938607,0.08365079232666094,0.07575421035289759,0.2,0.7954945027828216,-0.22114301435649392,1
mobley_6239320,9348,-0.1739166478315989,0.05119251198383959,0.2281966856909393,0.0030875258755007906,0.14512249082326883,0.1,0.7909890174865722,-0.05176243409514432,1
mobley_6239320,9349,-0.09335508942604064,0.045541883312286376,0.22254605701938607,0.08364908428105906,0.07575421035289759,0.2,0.7954945027828216,-0.22114301435649392,1
mobley_6239320,9350,0.1629611887037754,0.08706064807518403,0.26406482178228374,0.3399653624108751,0.11387711018323896,0.3,0.7819230854511261,0.14143667422855893,1
mobley_6239320,9351,0.16295948500434557,0.08706064807518403,0.26406482178228374,0.3399636587114453,0.11387711018323896,0.3,0.7819230854511261,0.14143667422855893,1
mobley_6239320,9352,0.1629702039062977,0.08706064807518403,0.26406482178228374,0.33997437761339744,0.11387711018323896,0.3,0.7819230854511261,0.14143667422855893,1
mobley_628086,10310,-0.11722530424594879,-0.7168551306727314,-0.5398509569656318,0.05977886946115091,0.07060130685567856,0.3,0.8897435903549195,-0.6798934464653332,1
mobley_628086,10311,-0.35880046089490253,-0.7168551306727314,-0.5398509569656318,-0.18179628718780283,0.07060130685567856,0.3,0.8897435903549195,-0.6798934464653332,1
mobley_628086,10313,0.47944725553194684,0.4411446397448584,0.6181488134519582,0.6564514292390465,0.16973531246185297,0.1,0.9083333313465118,0.5100637380033731,1
mobley_628086,10314,0.5349173843860626,0.4411446397448584,0.6181488134519582,0.7119215580931624,0.16973531246185297,0.1,0.9083333313465118,0.5100637380033731,1
mobley_628086,10315,0.6672576169172922,0.4411446397448584,0.6181488134519582,0.8442617906243919,0.16973531246185297,0.1,0.9083333313465118,0.5100637380033731,1
mobley_628086,10316,0.20690099895000458,0.2015997033862764,0.37860387709337606,0.3839051726571043,0.08641002699732775,0.3,0.8297119498252868,0.006076598291595769,1
mobley_628086,10317,-0.21610027737915516,0.1806875175834407,0.3576916912905404,-0.03909610367205546,0.0757264457643032,0.4,0.946153849363327,0.1707615191116929,1
mobley_628086,10318,0.4507795770963033,0.1806875175834407,0.3576916912905404,0.627783750803403,0.0757264457643032,0.4,0.946153849363327,0.1707615191116929,1
mobley_63712,10390,-0.40299302339553833,-0.9627980296384884,-0.7857938559313886,-0.22598884968843863,0.06854219734668729,0.3,1.0,-0.9961398229002952,1
mobley_63712,10392,-0.4029947717984517,-0.9627980296384884,-0.7857938559313886,-0.22599059809135202,0.06854219734668729,0.3,1.0,-0.9961398229002952,1
mobley_63712,10399,0.17519908274213467,0.46801662996099297,0.6450208036680927,0.35220325644923434,0.2459985315799713,0.0,1.0,0.006189385553201069,1
mobley_63712,10403,0.1751945440967877,0.46801662996099297,0.6450208036680927,0.3521987178038874,0.2459985315799713,0.0,1.0,0.006189385553201069,1
mobley_6714389,10193,0.6216034938891729,0.00026744296334494055,0.17727161667044464,0.7986076675962726,0.08682006597518915,0.3,0.7607142925262451,-0.03847724857429664,1
mobley_6733657,10522,-1.1184759537378948,-0.6594109888855111,-0.4824068151784114,-0.941471780030795,0.061134917661547605,0.3,1.0,-0.6301458989580472,-1
mobley_6733657,10525,-1.118476430575053,-0.6594109888855111,-0.4824068151784114,-0.9414722568679532,0.061134917661547605,0.3,1.0,-0.6301458989580472,-1
mobley_6733657,10526,-0.9629726813485227,-0.3160996075636003,-0.13909543385650058,-0.7859685076414229,0.7082677707076073,0.0,1.0,-1.0616987412484984,-1
mobley_6733657,10527,-1.0336664915084839,-0.6594109888855111,-0.4824068151784114,-0.8566623178013841,0.061134917661547605,0.3,1.0,-0.6301458989580472,-1
mobley_6733657,10528,-0.6712395747502645,-0.6594109888855111,-0.4824068151784114,-0.4942354010431648,0.061134917661547605,0.3,1.0,-0.6301458989580472,-1
mobley_6733657,10529,-0.6713343063990275,-0.6594109888855111,-0.4824068151784114,-0.49433013269192777,0.061134917661547605,0.3,1.0,-0.6301458989580472,-1
mobley_6733657,10530,-1.0337206522623699,-0.6594109888855111,-0.4824068151784114,-0.8567164785552701,0.061134917661547605,0.3,1.0,-0.6301458989580472,-1
mobley_6733657,10532,-1.9411422902097304,-0.13264791174764298,0.044356261959456716,-1.7641381165026306,0.3192150145769119,0.0,0.9477272868156433,-1.169063553555558,-1
mobley_6733657,10533,-7.057959119478862,-0.3160996075636003,-0.13909543385650058,-6.880954945771762,0.7082677707076073,0.0,1.0,-1.0616987412484984,-1
mobley_6733657,10534,-5.42652549346288,-0.3160996075636003,-0.13909543385650058,-5.249521319755781,0.7082677707076073,0.0,1.0,-1.0616987412484984,-1
mobley_6733657,10535,0.05513754487037661,-0.18416035386131935,-0.007156180154219649,0.2321417185774763,0.3192150145769119,0.0,0.946153849363327,-0.7753214073988298,-1
mobley_6733657,10536,0.05514975885550175,-0.18416035386131935,-0.007156180154219649,0.23215393256260144,0.3192150145769119,0.0,0.946153849363327,-0.7753214073988298,-1
mobley_6733657,10537,-5.426233947277069,-0.3160996075636003,-0.13909543385650058,-5.24922977356997,0.7082677707076073,0.0,1.0,-1.0616987412484984,-1
mobley_6733657,10538,-0.9629890744884809,-0.3160996075636003,-0.13909543385650058,-0.7859849007813813,0.7082677707076073,0.0,1.0,-1.0616987412484984,-1
mobley_6733657,10539,0.561694492896398,0.672485707707601,0.8494898814147007,0.7386986666034976,0.124072577804327,0.2,0.992857140302658,0.6140520413716635,-1
mobley_6733657,10541,0.5459802945454916,0.672485707707601,0.8494898814147007,0.7229844682525912,0.124072577804327,0.2,0.992857140302658,0.6140520413716635,-1
mobley_6733657,10544,0.5459957818190256,0.672485707707601,0.8494898814147007,0.7229999555261253,0.124072577804327,0.2,0.992857140302658,0.6140520413716635,-1
mobley_7157427,11328,-0.33459917704264325,-0.5807513204557356,-0.40374714674863593,-0.15759500333554355,0.023992463946342447,1.0,1.0,-0.60326440234979,-1
mobley_7157427,11331,-0.6309382716814677,-0.5807513204557356,-0.40374714674863593,-0.45393409797436796,0.023992463946342447,1.0,1.0,-0.60326440234979,-1
mobley_7415647,9379,-0.7691935102144877,-0.01090234528378469,0.166101828423315,-0.592189336507388,0.06266048736870285,0.5,1.0,-0.24612075313925744,1
mobley_7415647,9383,0.48088287313779193,0.21878115272510232,0.395785326432202,0.6578870468448916,0.0529545601457357,0.6,1.0,0.06211270798618594,1
mobley_7415647,9390,-0.16953550775845846,0.12135634428279873,0.29836051798989843,0.007468665948641234,0.10167040675878519,0.0,0.9933333337306977,0.0998724695139875,1
mobley_7542832,11085,-0.16047056019306177,-0.1976074671385916,-0.020603293431491893,0.016533613514037926,0.0678104721009731,0.4,1.0,-0.2294134037724386,1
mobley_7542832,11095,-0.24248223255077994,0.3229507200282901,0.4999548937353898,-0.06547805884368024,0.0415492262691259,0.7,1.0,0.33571392511948944,1
mobley_7542832,11096,-0.2490737438201904,0.3229507200282901,0.4999548937353898,-0.0720695701130907,0.0415492262691259,0.7,1.0,0.33571392511948944,1
mobley_7542832,11101,-0.34549300869305927,0.3229507200282901,0.4999548937353898,-0.16848883498595957,0.0415492262691259,0.7,1.0,0.33571392511948944,1
mobley_7542832,11102,-0.2906848341226577,0.3229507200282901,0.4999548937353898,-0.11368066041555802,0.0415492262691259,0.7,1.0,0.33571392511948944,1
mobley_766666,11227,-0.41723480137685937,-0.5574812424484593,-0.3804770687413596,-0.24023062766975967,2.843237042427063,0.1,0.7797619044780731,-3.406531584262848,-1
mobley_766666,11228,-1.80159858862559,-0.5574812424484593,-0.3804770687413596,-1.6245944149184903,2.843237042427063,0.1,0.7797619044780731,-3.406531584262848,-1
mobley_766666,11229,-4.13820203145345,-2.3899569450679787,-2.212952771360879,-3.9611978577463507,3.3385905027389526,0.0,0.7749999940395356,-4.979629155496757,-1
mobley_766666,11230,-0.7716496288776398,-2.3899569450679787,-2.212952771360879,-0.59464545517054,3.3385905027389526,0.0,0.7749999940395356,-4.979629155496757,-1
mobley_766666,11231,-0.03688571353753403,-2.3899569450679787,-2.212952771360879,0.14011846016956567,3.3385905027389526,0.0,0.7749999940395356,-4.979629155496757,-1
mobley_766666,11232,0.6734738349914551,0.5826109744336229,0.7596151481407225,0.8504780086985548,0.45355935394763947,0.1,0.7690476179122925,-0.46221936096747723,-1
mobley_7794077,9354,-0.8135737975438436,-0.6022833281855087,-0.42527915447840897,-0.636569623836744,0.08380657061934471,0.2,0.8151225507259369,-0.3039071202278137,1
mobley_7794077,9355,-1.5547629992167156,-0.6022833281855087,-0.42527915447840897,-1.3777588255096158,0.08380657061934471,0.2,0.8151225507259369,-0.3039071202278137,1
mobley_7794077,9356,0.5556439658006032,0.18345460664054622,0.3604587803476459,0.7326481395077029,0.1483369097113609,0.2,0.8148809492588043,0.15816787909716365,1
mobley_7794077,9357,0.013467150429884592,0.1770001487340206,0.3540043224411203,0.19047132413698428,0.10280694067478174,0.4,0.7817226946353912,0.141311447819074,1
mobley_7794077,9359,0.11878519070645172,0.07776047295189109,0.2547646466589908,0.2957893644135514,0.26707374304533,0.2,0.9333333492279052,0.08263968409931596,1
mobley_7794077,9361,-1.1243099371592205,-0.6022833281855087,-0.42527915447840897,-0.9473057634521207,0.08380657061934471,0.2,0.8151225507259369,-0.3039071202278137,1
mobley_7794077,9362,0.5736255049705505,0.3665955955909359,0.5435997692980357,0.7506296786776503,0.1411279514431953,0.0,0.8794505357742309,0.37177246926973256,1
mobley_7794077,9363,0.6656744480133057,0.3665955955909359,0.5435997692980357,0.8426786217204054,0.1411279514431953,0.0,0.8794505357742309,0.37177246926973256,1
mobley_7794077,9364,0.6655866503715515,0.3665955955909359,0.5435997692980357,0.8425908240786513,0.1411279514431953,0.0,0.8794505357742309,0.37177246926973256,1
mobley_7794077,9365,0.5987041393915812,0.33881765136481196,0.5158218250719117,0.7757083130986808,0.22524765878915784,0.0,0.8178571403026581,0.23753604578475157,1
mobley_7794077,9366,-0.27989572992858786,0.33881765136481196,0.5158218250719117,-0.10289155622148816,0.22524765878915784,0.0,0.8178571403026581,0.23753604578475157,1
mobley_7794077,9367,0.572107215722402,0.33881765136481196,0.5158218250719117,0.7491113894295016,0.22524765878915784,0.0,0.8178571403026581,0.23753604578475157,1
mobley_8208692,10154,0.3128809928894044,-0.39832558110076993,-0.22132140739367023,0.4898851665965041,0.15360263735055918,0.2,1.0,-0.47477957407633464,-1
