id,exp,E_42,E_123,E_7,E_2024,E_999,N
6569,-3.7150,-1.7889,-1.7953,-1.7835,-1.8028,-1.7824,13
6570,-3.8500,-2.5262,-2.5261,-2.5028,-2.5254,-2.5159,11
6654,1.0100,0.1906,0.2389,0.1469,-0.0200,0.1781,26
6854,-3.9100,-6.7325,-6.6655,-6.6129,-6.6638,-6.6166,22
6884,-1.4300,-4.5151,-4.5314,-4.5275,-4.5446,-4.5389,16
6950,-6.4200,-4.5348,-4.5043,-4.4807,-4.5978,-4.5125,29
7017,-1.6100,-5.8051,-5.7708,-5.8007,-5.8033,-5.7882,23
7055,-2.3000,-2.7581,-2.7235,-2.7482,-2.7657,-2.7391,21
7153,-10.0500,-9.9229,-9.9235,-10.0799,-10.0451,-10.0914,25
7204,-10.5200,-9.0799,-9.0952,-9.1670,-9.1450,-9.1783,22
7280,-2.6400,-2.7635,-2.7735,-2.7516,-2.7678,-2.7624,11
7328,1.5200,-7.4220,-7.4405,-7.3525,-7.4148,-7.3605,30
7430,-7.7500,-8.1532,-8.1651,-8.1228,-8.1833,-8.1460,16
7460,0.4800,-1.1121,-1.0239,-1.1375,-1.1757,-1.0610,26
7461,0.0300,-1.6916,-1.6282,-1.6916,-1.7027,-1.6559,26
7462,0.2000,-2.2530,-2.1851,-2.2869,-2.2920,-2.2447,26
7541,-10.8400,-13.0700,-13.0938,-13.0129,-13.0988,-13.0433,21
7847,-3.4100,-2.8394,-2.8325,-2.8140,-2.8308,-2.8249,8
7944,-1.8600,-0.8405,-0.7854,-0.7287,-0.7961,-0.7623,21
8268,-6.8300,-7.2444,-7.2269,-7.2922,-7.2899,-7.2756,29
8305,-7.8400,-6.5577,-6.5670,-6.5187,-6.5702,-6.5320,25
8330,-1.6800,-5.3773,-5.3927,-5.3412,-5.4138,-5.3674,14
8427,-10.9200,-9.4123,-9.4080,-9.4947,-9.4770,-9.5020,22
8630,-5.5400,-8.8993,-8.8945,-8.8899,-8.9018,-8.8996,17
8800,-8.0700,-6.3265,-6.3183,-6.2221,-6.3250,-6.2828,24
9154,-4.2400,-3.7085,-3.5610,-3.4969,-3.6118,-3.5058,26
9161,-3.1300,-4.2948,-4.2347,-4.2295,-4.2825,-4.2289,20
9171,-5.0100,-3.4069,-3.3444,-3.3701,-3.4069,-3.3562,30
9195,-4.0500,-4.1332,-4.0296,-3.9669,-4.0593,-3.9544,29
9272,-6.1000,-11.5663,-11.5807,-11.5082,-11.5717,-11.5357,28
9298,-3.9300,-7.8954,-7.9251,-7.8851,-7.9275,-7.9094,24
9502,-7.5400,-4.8346,-4.7646,-4.6855,-4.7943,-4.7898,25
9864,-11.9200,-6.0035,-6.0003,-5.9962,-6.0003,-5.9984,5
10522,-6.8700,-5.8826,-5.8386,-5.9216,-5.9550,-5.9492,35
10788,-11.0400,-8.0767,-8.0736,-8.0772,-8.0910,-8.0855,19
10800,-6.9200,-7.4876,-7.4845,-7.4490,-7.5760,-7.5201,20
11167,-2.7000,-3.7965,-3.8067,-3.7920,-3.8124,-3.8021,7
11463,0.0400,-2.5398,-2.5022,-2.5868,-2.5819,-2.5677,26
11724,-2.4600,-5.3493,-5.3781,-5.3299,-5.3714,-5.3491,8
11839,-2.4200,-7.6042,-7.6157,-7.6174,-7.6374,-7.6346,16
12259,-2.3500,-3.2172,-3.2358,-3.1658,-3.2222,-3.1967,11
12307,-2.1500,-3.0525,-3.0479,-3.0031,-3.0522,-3.0239,14
12541,-6.7400,-4.9966,-5.0491,-5.0073,-5.0635,-5.0483,27
12724,1.9100,-0.8863,-0.8011,-0.8948,-0.8939,-0.8580,18
12898,-12.8000,-11.1325,-11.1565,-11.1684,-11.2130,-11.1986,32
12901,-8.9400,-13.3670,-13.3640,-13.2742,-13.3749,-13.2881,31
12932,-7.5300,-12.0496,-12.0053,-11.9558,-12.0110,-11.9231,47
12968,-4.0900,-6.2957,-6.2502,-6.2397,-6.2558,-6.2240,31
13257,-3.6800,-2.8160,-2.7685,-2.8171,-2.8398,-2.8085,27
13290,-10.7600,-12.0077,-11.9331,-11.8379,-12.0020,-11.9281,39
13526,-8.1200,-6.3062,-6.3597,-6.3170,-6.3723,-6.3614,27
13676,-4.8800,-2.8814,-2.8848,-2.8402,-2.8975,-2.8660,29
13709,-9.0200,-13.2619,-13.2872,-13.2670,-13.3195,-13.3099,27
13728,-12.0600,-8.5292,-8.4698,-8.6526,-8.6064,-8.6308,35
13904,-10.5100,-10.1414,-10.1487,-9.9914,-10.1784,-10.0694,29
14145,-7.8900,-10.8801,-10.8951,-10.8916,-10.9326,-10.9183,29
14322,-7.4100,-9.0296,-9.0293,-9.0509,-9.0885,-9.0781,23
14337,-5.0700,-6.1599,-6.0678,-6.1105,-6.1461,-6.0760,35
14896,0.6100,2.2041,2.3888,2.1576,2.0712,2.2172,26
14994,-4.5900,-3.4784,-3.4505,-3.3676,-3.5786,-3.3918,29
15331,-10.7000,-10.9368,-10.9833,-10.9412,-10.9554,-10.9406,23
15438,-9.5200,-10.3996,-10.4304,-10.3794,-10.4378,-10.4086,28
15533,-3.9300,-10.3764,-10.2650,-10.3817,-10.3333,-10.2654,37
15575,-1.9300,-3.4459,-3.4613,-3.4479,-3.4778,-3.4566,14
15629,-7.6800,-4.6653,-4.5948,-4.5088,-4.6196,-4.6103,25
15788,-3.7900,-10.0366,-10.0556,-10.0587,-10.1001,-10.0728,25
15910,-0.8900,-7.8809,-7.8834,-7.8586,-7.8936,-7.8708,14
15965,-10.5800,-11.6325,-11.6502,-11.6309,-11.6446,-11.6385,16
16004,-4.1800,-4.8160,-4.8162,-4.8102,-4.8182,-4.8114,14
16007,-7.0100,-11.5812,-11.5917,-11.5133,-11.5978,-11.5459,23
16073,-8.8100,-5.7488,-5.7032,-5.6250,-5.7421,-5.6944,25
16115,-10.4000,-11.1716,-11.1845,-11.1130,-11.2051,-11.1642,35
16116,-11.6900,-5.2546,-5.1728,-5.1189,-5.2232,-5.0784,37
16181,-3.3700,-11.2381,-11.1581,-11.2792,-11.2701,-11.2054,37
16248,-5.8300,-9.2361,-9.2168,-9.2007,-9.2807,-9.2391,30
16422,-5.7300,-9.0181,-9.0442,-9.0070,-9.0483,-9.0349,24
16562,-9.5200,-4.4924,-4.4594,-4.3671,-4.4788,-4.4225,27
16653,-5.7900,-9.0273,-8.9885,-9.0589,-9.0334,-9.0012,29
16774,-8.5300,-8.4197,-8.3929,-8.3404,-8.4038,-8.3561,36
16945,-0.6300,2.5646,2.6808,2.4163,2.3781,2.3525,22
17040,-6.9000,-9.3369,-9.3433,-9.4171,-9.4313,-9.4510,26
17100,-5.5200,-6.4503,-6.3535,-6.6393,-6.6018,-6.5525,29
17109,-7.6400,-10.8658,-10.8838,-10.8827,-10.9075,-10.8716,21
17168,-6.8400,-11.3721,-11.4060,-11.3544,-11.4326,-11.3952,26
17169,-6.0300,-8.5588,-8.4018,-8.4624,-8.4935,-8.4515,27
17345,-11.3900,-11.7884,-11.8508,-11.8423,-11.8781,-11.8698,26
17435,-5.8100,-8.4907,-8.4903,-8.4991,-8.5470,-8.5352,36
17516,-7.4200,-7.6539,-7.5809,-7.6945,-7.7019,-7.7005,32
17522,-4.9800,-11.0409,-11.0630,-11.0238,-11.0708,-11.0493,25
17581,-3.2500,-7.4702,-7.4896,-7.4707,-7.5020,-7.4927,20
17607,-9.5900,-3.0572,-3.0572,-3.0544,-3.0537,-3.0550,5
18290,-9.4100,-5.9165,-5.8371,-5.7621,-5.8649,-5.8675,25
18937,1.0400,-0.4774,-0.3544,-0.5164,-0.4369,-0.4213,25
19395,-5.4800,-8.0983,-8.1082,-7.9705,-8.0608,-7.9836,37
19588,-9.0900,-5.9702,-5.9473,-6.0412,-6.0585,-6.0739,32
19657,-4.1800,-8.2529,-8.2661,-8.2192,-8.2635,-8.2260,22
19662,-13.9100,-12.2979,-12.3010,-12.2734,-12.2946,-12.2777,21
20105,-8.4600,-6.9303,-6.8799,-6.6614,-6.9171,-6.7661,38
20965,-4.5400,-8.5608,-8.5775,-8.4913,-8.5517,-8.5028,30
21307,-10.8400,-10.8144,-10.8119,-10.7917,-10.8404,-10.8138,29
21803,-5.2700,-9.9809,-10.0082,-9.9872,-10.0292,-10.0228,23
22206,-7.8900,-6.5472,-6.4724,-6.2500,-6.4613,-6.3125,31
22933,-4.4600,-5.6162,-5.6643,-5.6641,-5.7231,-5.7037,17
23421,-12.5900,-13.6567,-13.6409,-13.7440,-13.7388,-13.7852,29
23715,-8.1900,-2.9287,-2.8417,-2.7532,-2.8343,-2.7417,34
23717,-9.4600,-11.1643,-11.1371,-11.0973,-11.1417,-11.0905,40
24726,-1.5100,-0.8455,-0.8482,-0.8307,-0.8484,-0.8415,9
24743,-11.2300,-11.1191,-11.0800,-10.9253,-11.0947,-11.0259,38
24744,-14.2900,-12.0033,-11.9747,-11.8530,-12.0081,-11.9423,38
24781,-9.8400,-6.5156,-6.5041,-6.4857,-6.5215,-6.5148,12
25429,-12.5600,-8.3444,-8.3233,-8.1667,-8.3675,-8.2352,23
25572,-11.4400,-5.3156,-5.2572,-4.9930,-5.3129,-5.1210,35
25670,-4.1600,-4.5457,-4.5499,-4.4714,-4.5457,-4.4718,36
25763,-7.6600,-14.5965,-14.5995,-14.5573,-14.6936,-14.6279,31
25912,-9.2100,-6.0505,-5.9701,-5.9000,-6.0022,-6.0086,25
26033,-6.9600,-13.2868,-13.3261,-13.2190,-13.3681,-13.2867,44
26124,-7.8100,-11.9677,-11.9815,-11.9031,-11.9888,-11.9324,34
26576,-15.2100,-13.4896,-13.5106,-13.4087,-13.5177,-13.4688,39
27189,-10.2100,-9.3928,-9.3475,-9.3717,-9.4540,-9.3925,41
27375,-10.4800,-6.1748,-6.1641,-6.0571,-6.1782,-6.1187,27
28292,-6.1900,-6.3927,-6.3780,-6.3443,-6.3955,-6.3566,34
29216,-12.3500,-8.0534,-8.0339,-7.8414,-8.0329,-7.9338,26
29863,-8.5000,-8.8361,-8.8374,-8.7135,-8.8405,-8.7872,28
30709,-5.4500,-8.6316,-8.6381,-8.6038,-8.6473,-8.6160,30
30773,-13.5300,-11.9237,-11.9299,-11.7568,-11.9340,-11.8229,29
31070,-10.1000,-9.7793,-9.7394,-9.6907,-9.8100,-9.7041,41
31200,-8.5300,-11.1631,-11.1940,-11.1662,-11.2443,-11.2152,29
31573,-8.7500,-8.6692,-8.6375,-8.5164,-8.7310,-8.5975,38
31657,-10.9500,-14.1671,-14.2199,-14.2127,-14.2813,-14.2546,27
31677,-7.4100,-9.3977,-9.3361,-9.3736,-9.4070,-9.3329,47
32154,-5.6100,-9.1275,-9.0696,-9.1179,-9.1735,-9.1123,27
32230,-9.1900,-8.3731,-8.2739,-8.3287,-8.3472,-8.3021,49
32594,-3.6900,-9.3435,-9.3821,-9.4366,-9.4160,-9.3866,26
32739,-2.6300,-4.1956,-4.2115,-4.1557,-4.1964,-4.1679,23
32872,-7.6000,-11.4292,-11.3721,-11.5227,-11.5600,-11.5379,46
32876,-4.1500,-6.9724,-7.0013,-7.0609,-7.0697,-7.0836,28
32921,-10.7900,-11.5291,-11.5529,-11.4711,-11.5640,-11.5264,22
33135,-4.4000,-8.5184,-8.5495,-8.5561,-8.5579,-8.5579,20
33294,-10.2900,-8.0672,-8.0038,-8.0121,-8.0324,-7.9539,39
33360,-7.9500,-9.6839,-9.6682,-9.5743,-9.7427,-9.5818,37
33443,-9.3500,-3.8555,-3.8537,-3.5929,-3.8869,-3.7062,35
33565,-9.3000,-19.7818,-19.8271,-20.0448,-19.9220,-19.9579,36
33775,-10.8300,-9.3297,-9.3502,-9.3326,-9.3659,-9.3392,29
34192,-6.7700,-7.9074,-7.9015,-7.8878,-7.9267,-7.8900,32
34469,-6.5900,0.7319,0.8182,1.0721,0.7469,0.9441,41
34526,-6.2200,-9.3731,-9.3995,-9.3207,-9.4949,-9.4795,39
34766,-8.4900,-9.4605,-9.4837,-9.5339,-9.5675,-9.5763,30
35823,-2.9400,-3.6645,-3.6507,-3.6942,-3.6970,-3.6943,22
36187,-3.2100,-2.5038,-2.4739,-2.6269,-2.5730,-2.6290,22
36188,-3.6100,-3.7846,-3.7698,-3.8139,-3.8145,-3.8124,22
36231,-3.1500,-2.7118,-2.6877,-2.8432,-2.7882,-2.8523,22
36242,-4.5600,-7.9282,-7.8642,-7.6545,-7.9580,-7.7051,29
36324,-5.9900,-10.2166,-10.2814,-10.2568,-10.3653,-10.2957,45
36565,-5.0500,-0.7325,-0.6156,-0.6225,-0.8758,-0.6175,42
36584,-9.1800,-1.1519,-1.1267,-0.7594,-1.1266,-0.8784,35
36606,-3.8700,2.5165,2.6543,2.7490,2.5229,2.6417,45
36679,-11.4900,-5.4422,-5.3841,-5.3464,-5.4480,-5.3904,33
36867,-5.8500,-7.6617,-7.6526,-7.6247,-7.6720,-7.6288,32
36879,-10.4200,-7.2960,-7.3470,-7.3758,-7.4211,-7.4226,26
37123,-9.1900,-9.0489,-9.0030,-8.8898,-8.9971,-8.9530,30
37125,-6.0700,-6.6953,-6.7160,-6.6288,-6.6968,-6.6268,37
37175,-12.4200,-9.1810,-9.2003,-9.4085,-9.3959,-9.4344,33
37419,-3.6200,-9.4453,-9.3885,-9.4549,-9.5760,-9.4995,42
37523,-3.3000,-3.3864,-3.2097,-3.2281,-3.2671,-3.2405,44
37995,-6.4300,-10.3160,-10.3629,-10.3265,-10.4060,-10.3819,35
38090,-8.6000,-9.6005,-9.5773,-9.6738,-9.6718,-9.6867,43
38235,-8.7700,-6.8654,-6.8425,-6.8419,-6.8688,-6.8640,32
38479,-4.4900,-1.8515,-1.8419,-1.6360,-1.9368,-1.6743,39
38779,-8.4600,-7.8523,-7.8619,-7.7810,-7.8436,-7.7825,33
38854,-15.5800,-8.7341,-8.7531,-8.5962,-8.7958,-8.6627,25
38884,-8.7500,-13.0027,-13.0514,-13.0367,-13.1084,-13.0384,45
39040,-12.1400,-9.1662,-9.1360,-9.2638,-9.2824,-9.3031,20
39223,-6.3800,-9.3004,-9.3149,-9.2801,-9.4100,-9.3552,35
39230,-5.4100,-13.4776,-13.5136,-13.5399,-13.5767,-13.5684,31
39327,-6.0200,-9.7979,-9.8150,-9.8612,-9.9124,-9.8878,35
39385,-11.5700,-6.7364,-6.7906,-6.9183,-7.0260,-6.9569,36
39656,-2.0200,-4.4912,-4.5035,-4.5056,-4.5191,-4.5163,16
39681,-5.9300,-12.2885,-12.2661,-12.5036,-12.4504,-12.5254,36
39965,-13.7800,-4.1580,-4.0623,-3.8671,-4.2279,-3.9703,38
39985,-5.5900,-13.7520,-13.7751,-13.8545,-13.8590,-13.8801,36
40032,-12.4100,-10.3296,-10.3881,-10.1638,-10.4449,-10.3077,31
40087,-14.8400,-13.8496,-13.8268,-13.7606,-13.8331,-13.8059,23
40326,-5.9300,-12.5531,-12.5690,-12.8218,-12.7914,-12.8476,46
40413,1.0700,-11.3234,-11.2725,-11.2604,-11.3157,-11.2759,39
40479,-3.1200,-3.8051,-3.7948,-3.8404,-3.8420,-3.8430,22
40521,-9.2200,-11.6002,-11.5721,-11.6401,-11.6456,-11.6398,38
40816,-8.8600,-6.9706,-6.7968,-6.8587,-6.9096,-6.8398,39
41381,-3.1100,-1.7853,-1.8173,-1.8365,-2.0095,-1.9783,37
41384,-5.0200,-10.5055,-10.3316,-10.2265,-10.3790,-10.2031,58
41385,-12.0800,-7.7524,-7.7888,-7.7532,-7.7926,-7.7850,22
41428,-10.1100,-10.7370,-10.7471,-10.7489,-10.7631,-10.7666,18
41632,-8.7700,-12.2586,-12.1987,-12.2019,-12.2621,-12.2192,39
41648,-10.8300,-4.7385,-4.6772,-4.6749,-4.8371,-4.7659,32
42586,-10.9200,-12.5168,-12.4214,-12.4513,-12.5145,-12.4875,41
42850,-9.5200,-13.0436,-13.0102,-13.2338,-13.1984,-13.2282,35
43079,-9.2200,-8.3977,-8.3823,-8.4367,-8.4511,-8.4274,38
43226,-8.9500,-11.4519,-11.3548,-11.4328,-11.4689,-11.4332,34
43234,-9.7700,0.2509,0.3423,0.1762,0.0941,0.0792,39
44073,-9.2800,-13.8251,-13.8496,-13.8596,-13.8879,-13.8643,31
44178,-8.5300,-9.7494,-9.7028,-9.7936,-9.7805,-9.7867,36
47326,-4.7800,-18.1318,-18.0977,-18.4609,-18.5038,-18.4693,49
47445,-9.0500,-11.9922,-11.9396,-11.8615,-11.9490,-11.9179,34
47491,-10.7900,-17.6577,-17.7098,-17.5672,-17.7643,-17.6579,35
47650,-2.8100,-3.7265,-3.7111,-3.7584,-3.7585,-3.7585,22
47759,-8.0300,-8.0575,-7.9441,-7.8108,-8.1063,-7.9563,52
47866,-17.2900,-10.8525,-10.8857,-10.7072,-10.9467,-10.8202,22
47898,-6.3000,-11.0051,-10.9416,-10.9380,-10.9976,-10.9481,39
47938,-8.3400,-15.3827,-15.3530,-15.2299,-15.3737,-15.2753,41
49384,-8.8600,-10.9193,-10.8947,-10.9913,-11.0000,-10.9878,35
50107,-10.1000,-11.2326,-11.1836,-11.0586,-11.2239,-11.1569,34
50367,-5.1500,-6.6456,-6.3954,-6.2996,-6.4745,-6.2578,44
50465,-9.3500,-12.7132,-12.7277,-12.7011,-12.7396,-12.7241,20
50891,-2.9700,-3.9374,-3.9255,-3.9738,-3.9719,-3.9744,22
50897,-7.6200,-14.0492,-14.0099,-14.1917,-14.1300,-14.1763,47
51043,-3.2000,-2.5264,-2.4972,-2.6432,-2.5931,-2.6454,22
51369,-7.6800,-13.1525,-13.0656,-13.1728,-13.2076,-13.1718,47
51574,-9.9200,-13.4172,-13.3408,-13.4479,-13.4983,-13.5333,32
51605,-10.1800,-13.7409,-13.7423,-13.7759,-13.8133,-13.7921,41
52999,-13.7520,-19.7344,-19.7851,-19.6717,-19.8805,-19.7983,41
53036,-2.9000,-3.8123,-3.7993,-3.8416,-3.8436,-3.8402,22
53079,-3.5200,-7.2520,-7.1211,-7.3961,-7.3602,-7.3357,40
53309,-10.1000,-5.5441,-5.4854,-5.8145,-5.8155,-5.7617,40
53518,-6.4300,-16.2122,-16.2481,-16.2928,-16.3250,-16.3169,43
53735,-13.6000,-5.1078,-5.1822,-5.1076,-5.1507,-5.1260,38
54744,-13.2500,-14.5093,-14.3921,-14.5095,-14.5644,-14.4934,41
54778,-7.9000,-9.3292,-9.2400,-9.2519,-9.2303,-9.2373,30
54886,-8.2600,-9.8401,-9.6924,-9.6136,-9.8806,-9.7459,58
54960,-18.5950,-18.7271,-18.7629,-18.6874,-18.8606,-18.8102,46
55138,-4.4300,-11.7334,-11.7332,-11.6873,-11.7333,-11.6827,40
55790,-7.7900,-10.1928,-10.1999,-10.2169,-10.2390,-10.2164,31
56160,-17.9300,-17.6379,-17.6394,-17.5661,-17.7307,-17.6984,42
61250,-1.9900,-3.2053,-3.1405,-3.1789,-3.1786,-3.1566,20
61938,-9.4700,-10.0745,-10.1258,-10.1386,-10.1701,-10.1832,28
62020,-4.4900,-8.2416,-8.1697,-8.1920,-8.1899,-8.1566,38
62155,-6.3800,-14.5771,-14.6199,-14.7279,-14.8509,-14.8812,39
62276,-7.7800,-15.1006,-15.1283,-15.2174,-15.2654,-15.2652,46
62306,-7.5200,-7.3140,-7.2544,-7.2368,-7.2945,-7.2506,27
62526,-5.6800,-10.2613,-10.2548,-10.2270,-10.2819,-10.2175,25
62773,-6.9800,-10.4651,-10.5004,-10.4624,-10.5125,-10.4729,27
63090,-3.2700,-2.6070,-2.5801,-2.7338,-2.6797,-2.7393,22
66334,1.5900,-0.1366,-0.0460,-0.0930,-0.0844,-0.0433,18
66461,-9.7300,-9.6589,-9.6308,-9.8020,-9.7794,-9.7305,37
69537,-2.0100,1.3778,1.3802,1.3871,1.3729,1.3879,27
69619,-2.4900,2.2702,2.2713,2.2825,2.2622,2.2824,33
71245,-3.2900,-12.7642,-12.7934,-12.9312,-12.9087,-12.8629,56
73282,-19.0700,-18.1587,-18.2009,-18.1360,-18.3175,-18.2648,42
73665,-8.4400,-11.3985,-11.3342,-11.4009,-11.5325,-11.5137,39
73669,-3.6600,-1.7993,-1.7341,-1.7778,-1.8751,-1.8272,23
73672,-7.0300,-11.8285,-11.8388,-11.8143,-11.9616,-11.8302,48
73674,-15.6600,-21.8193,-21.8953,-21.7533,-21.9601,-21.8678,38
74883,-1.7800,0.3211,0.3163,0.3299,0.3087,0.3257,21
76998,-4.9000,-7.3770,-7.3477,-7.3157,-7.3729,-7.3423,20
77338,-4.5800,-8.5229,-8.5322,-8.5093,-8.5263,-8.5030,20
81091,-11.0200,-12.6437,-12.6531,-12.5386,-12.6726,-12.6189,31
83975,-6.2400,-12.6250,-12.4359,-12.7133,-12.7678,-12.7170,49
86102,-9.9600,-6.0651,-6.0530,-6.2349,-6.3041,-6.0692,43
86138,-7.4600,-13.1360,-13.1441,-13.3230,-13.2796,-13.2683,41
86173,-11.2200,-12.7167,-12.6187,-12.8797,-12.8834,-12.9077,44
86268,-10.4900,-12.3415,-12.3504,-12.3229,-12.3960,-12.3309,32
86296,-6.3700,-11.0761,-11.0915,-11.0005,-11.1241,-11.0377,30
86315,-8.9000,-16.1970,-16.2149,-16.3009,-16.2942,-16.3067,32
86354,-7.0700,-12.4739,-12.3851,-12.6385,-12.6192,-12.5601,47
86356,-7.0200,-9.1962,-9.0815,-9.4398,-9.3589,-9.3515,45
86398,-10.0200,-12.2479,-12.2542,-12.1193,-12.2142,-12.1518,24
86417,-12.3000,-11.5415,-11.4999,-11.4341,-11.6562,-11.5326,33
86418,-14.1900,-12.5255,-12.5728,-12.6903,-12.7487,-12.7481,27
86438,-9.3300,-10.1685,-10.1627,-10.2020,-10.2412,-10.2242,42
88916,-12.8000,-10.6678,-10.6762,-10.5975,-10.6704,-10.6264,28
89299,-7.1100,-5.7210,-5.7413,-5.7233,-5.7659,-5.7303,15
89300,-7.1600,-4.4216,-4.4525,-4.4400,-4.4599,-4.4582,15
89393,-3.6900,-4.8400,-4.8702,-4.8655,-4.9324,-4.9095,20
89563,-1.5100,-2.6334,-2.6175,-2.6529,-2.6666,-2.6481,20
90590,-10.6300,-7.7981,-7.7569,-7.7693,-7.8235,-7.8378,26
91612,-8.2800,-10.2193,-10.1932,-10.2575,-10.3514,-10.2925,42
91644,-8.8400,-8.9492,-8.8237,-8.9548,-8.9390,-8.9329,47
91650,-7.9700,-9.0877,-9.1077,-9.0231,-9.1346,-9.0506,28
91656,-10.3200,-4.1693,-4.1942,-4.3471,-4.5065,-4.3568,48
91664,-2.2300,-8.1224,-8.1450,-8.1297,-8.1631,-8.1446,27
91665,-11.6700,-9.7535,-9.7432,-9.7779,-9.7704,-9.7287,24
91679,-7.5900,-9.8202,-9.7837,-9.8424,-9.8575,-9.7800,39
91686,-7.2900,-15.5239,-15.4482,-15.6844,-15.6761,-15.7247,54
91687,-6.3800,-10.3556,-10.3107,-10.3789,-10.3926,-10.4077,40
91689,-7.7700,-9.4310,-9.4465,-9.4234,-9.5190,-9.4511,31
91693,-8.8200,-7.6787,-7.6648,-7.8356,-7.7988,-7.7998,33
91694,-7.0700,-8.3463,-8.1809,-8.6496,-8.5369,-8.4671,51
91699,-14.7600,-7.4308,-7.4670,-7.4164,-7.5167,-7.4344,38
91716,-4.8900,-13.0864,-13.0580,-13.0689,-13.1122,-13.0882,35
91724,-10.5000,-9.6977,-9.7004,-9.6743,-9.6992,-9.6780,21
91726,-7.6600,-12.3099,-12.3332,-12.3689,-12.3698,-12.3617,29
91727,-12.8700,-11.1802,-11.1996,-11.3615,-11.3489,-11.3251,35
91734,-11.1800,-8.5277,-8.4812,-8.3659,-8.4805,-8.4305,30
91735,-5.0000,-6.4194,-6.4090,-6.4792,-6.5404,-6.5566,39
91740,-4.9800,-6.5923,-6.4875,-6.6110,-6.6367,-6.6090,41
