mol,in_gradient12,in_Q_std,n_gated_atoms,err_before,mean3,truth,gated_sum_orig,ratio,ratio_signed,delta_shrink,delta_trust
mobley_7039935,False,False,1,3.863092333333334,-3.806907666666666,-7.67,-0.1981432908990731,0.05129136810667475,-0.05129136810667475,0.0211391171919737,0.8180148570504078
mobley_4059279,False,True,2,6.201149666666667,-1.3788503333333333,-7.58,-0.26242657626668603,0.042319019919373986,-0.042319019919373986,-0.09158177114751354,-0.08345400386996626
mobley_951560,False,True,6,5.60866,-1.79134,-7.4,1.6394592945774398,0.2923085540177939,0.2923085540177939,-2.7014843368200374,0.23692184365637203
mobley_1922649,False,True,9,5.220018333333334,-1.9699816666666667,-7.19,0.294922936707735,0.056498448448821216,0.056498448448821216,-1.8879605000716326,-0.2818633833450379
mobley_8798016,False,False,2,3.2007936666666663,-3.7992063333333337,-7.0,-1.0872061401605606,0.33966767414057847,-0.33966767414057847,0.7331977927463611,0.5941016791881362
mobley_1858644,False,False,1,3.1112023333333334,-3.6787976666666666,-6.79,-0.3754033346970876,0.12066181960428189,-0.12066181960428189,0.19839916098998822,-0.17981422202990105
mobley_9114381,False,False,2,7.766723666666667,1.0467236666666666,-6.72,0.623495394984881,0.08027778787351574,0.08027778787351574,-0.9775037423990804,-1.1864081388873933
mobley_5311804,False,False,0,3.954188333333333,-2.665811666666667,-6.62,0.0,0.0,0.0,0.0,0.0
mobley_6743808,False,False,3,2.7298949999999995,-3.7701050000000005,-6.5,-1.6119194527467091,0.5904693963492037,-0.5904693963492037,1.0809069316254103,2.9591887962617753
mobley_8789864,False,False,7,9.321977,2.921977,-6.4,2.2041035592556,0.23644164314668442,0.23644164314668442,-3.4431327752052976,-2.717902846076295
mobley_7009711,False,False,8,0.9110563333333337,-5.358943666666666,-6.27,0.12445550505071874,0.13660571854581846,0.13660571854581846,-0.28162377195915145,-0.7960995998338172
mobley_8789465,False,False,2,3.862235,-2.337765,-6.2,-0.6565561530490716,0.16999383855437888,-0.16999383855437888,0.30254780563487227,0.858402604220065
mobley_2923700,False,False,2,1.8577113333333335,-4.272288666666666,-6.13,-0.8910791625579197,0.4796650300663431,-0.4796650300663431,0.53707081514372,0.9162208263420721
mobley_4780078,False,False,6,4.219823666666667,-1.7901763333333331,-6.01,1.5887561018268266,0.3764982206192091,0.3764982206192091,-2.650781144069425,-0.9297322643947838
mobley_5467162,False,True,5,1.8860109999999999,-4.023989,-5.91,-2.61024167885383,1.3840013016116184,-1.3840013016116184,1.7252208103183313,1.7532859830585514
mobley_6257907,True,False,3,1.5934923333333337,-7.413492333333334,-5.82,-4.084940483172734,2.56351436258729,2.56351436258729,0.3669432953847678,2.6145419137268737
mobley_7913234,False,False,2,4.0115066666666666,-1.7184933333333337,-5.73,0.3868299126625061,0.09643008096604753,0.09643008096604753,-0.7408382600767056,-0.9333306910460797
mobley_5518547,False,False,6,1.8923759999999996,-7.462376,-5.57,-2.2154719699174166,1.1707356095815087,1.1707356095815087,-1.1534469276748185,-1.5139965980898493
mobley_4883284,True,False,2,0.2471093333333334,-5.242890666666667,-5.49,-2.688054958979289,10.877998506650046,-10.877998506650046,2.3340466115650895,3.969350761552641
mobley_5220185,False,False,2,1.684892,-3.765108,-5.45,-0.042656175481776415,0.02531686035768252,-0.02531686035768252,-0.3113521719324228,-0.8054233450037169
mobley_3359593,False,False,5,0.6839009999999996,-4.576099,-5.26,-0.526370951284965,0.7696595724892423,-0.7696595724892423,-0.35864991725053397,0.32873460717762626
mobley_4683624,False,False,4,0.515328666666667,-5.725328666666667,-5.21,-1.6771752995749316,3.2545740380086183,3.2545740380086183,-0.06149872858680183,0.292246818752421
mobley_1636752,False,False,0,7.052774666666666,1.9527746666666665,-5.1,0.0,0.0,0.0,0.0,0.0
mobley_2310185,False,False,3,5.273803,0.273803,-5.0,-0.32405424055953813,0.0614460268158553,-0.0614460268158553,-0.2069582805617607,0.9854222354462863
mobley_3682850,True,False,4,2.8350783333333336,-2.0749216666666666,-4.91,-1.396721636255582,0.49265715865190624,-0.49265715865190624,0.6887049414271833,0.251824400243291
mobley_1363784,False,False,10,0.11497366666666675,-4.954973666666667,-4.84,-0.8413738294815024,7.317969878448994,7.317969878448994,0.928667907589495,0.55789976837855
mobley_2837389,False,False,2,3.232151,-1.547849,-4.78,-1.6789539257685342,0.5194540495690128,-0.5194540495690128,1.3249455783543347,1.383780493989204
mobley_9507933,False,True,9,0.5330440000000003,-5.253044,-4.72,-1.697854096457983,3.1852044042480205,3.1852044042480205,-0.10481653309408578,-0.047090627139744434
mobley_296847,False,False,0,4.292457333333334,-0.39754266666666666,-4.69,0.0,0.0,0.0,0.0,0.0
mobley_8208692,False,True,15,14.897703666666668,-19.507703666666668,-4.61,-15.592509362536171,1.046638442501989,1.046638442501989,-12.937446756929678,-1.4034233488492482
mobley_4884177,False,False,1,1.3337719999999997,-3.256228,-4.59,-0.24494757751623783,0.18365026220091432,-0.18365026220091432,0.06794340380913821,-0.4754692967460876
mobley_6714389,False,True,1,7.12143,2.57143,-4.55,0.6216034938891729,0.08728633067925584,0.08728633067925584,-0.798607667596273,-0.6213360509258283
mobley_2245668,False,False,3,5.018442333333334,0.5184423333333333,-4.5,-0.9075209597746532,0.18083718004424343,-0.18083718004424343,0.3765084386533539,0.7451322868521153
mobley_5973402,False,False,3,3.086327333333333,-1.3336726666666667,-4.42,-1.5614550362030664,0.5059265811953408,-0.5059265811953408,1.0304425150817673,-0.4244976184150362
mobley_3546460,False,True,1,1.8058093333333338,-2.5941906666666665,-4.4,-0.18048144380251563,0.09994490584970335,-0.09994490584970335,0.003477270095415985,-0.3126185833657962
mobley_8311303,False,True,11,0.11854100000000045,-4.261458999999999,-4.38,0.5664649307727816,4.778641404853843,4.778641404853843,2.276428841550877,0.477319898835598
mobley_9741965,False,True,7,4.692151333333333,0.40215133333333336,-4.29,-0.3008899192015326,0.06412621798107661,-0.06412621798107661,-0.9381392967481652,-0.009366911709509651
mobley_4603202,False,True,5,7.069121000000001,2.839121,-4.23,1.4144562607010207,0.20008941149840562,0.20008941149840562,-2.2994771292365197,0.9312384143655734
mobley_628086,False,True,8,5.482887666666667,1.3228876666666667,-4.16,1.647176790361603,0.30042140027337233,0.30042140027337233,-3.0632101800184004,-1.1944783939193329
mobley_4620651,True,False,3,3.7224229999999996,-0.37757700000000005,-4.1,0.1575124512116114,0.04231449548093041,0.04231449548093041,-0.6885249723329103,-0.14239210458925955
mobley_7977115,False,False,3,2.520144666666666,-1.5398553333333334,-4.06,-1.0924700361986954,0.433494969812062,-0.433494969812062,0.5614575150773966,-0.3709691071475576
mobley_2789243,False,False,1,2.2262879999999994,-1.7837120000000002,-4.01,-0.1337887632350127,0.06009499365536388,-0.06009499365536388,-0.043215410472086546,0.7465365629545522
mobley_3968739,False,False,4,3.9477176666666667,0.027717666666666668,-3.92,-0.5778525165903072,0.14637635347368405,-0.14637635347368405,-0.13016417823809157,0.09336534288893006
mobley_63712,False,True,4,2.3290333333333333,-1.5509666666666666,-3.88,-0.4555941683550676,0.1956151343282911,-0.1956151343282911,-0.25242252647333085,-0.5339686309999232
mobley_1046331,False,False,1,0.8650226666666665,-2.9549773333333333,-3.82,0.5570806662241617,0.6440070158749156,0.6440070158749156,-0.7340848399312612,-0.41748748277176206
mobley_1160109,False,False,2,2.5478700000000005,-6.2978700000000005,-3.75,-0.5416648214062054,0.2125951565057108,0.2125951565057108,-0.18765647399200613,-0.18009244257944612
mobley_4149784,False,False,4,1.7992210000000002,-5.469221,-3.67,-2.295989035318295,1.2761017325377453,1.2761017325377453,-1.5879723404898964,-1.610813835088507
mobley_397645,False,False,4,2.123902666666667,-1.5160973333333334,-3.64,-2.1867594371239343,1.0295949392803,-1.0295949392803,1.4787427422955353,2.2200364601460185
mobley_4690963,False,False,4,4.326902333333333,0.7869023333333334,-3.54,-0.6504877854604274,0.15033567558233019,-0.15033567558233019,-0.057528909367970726,0.8402941084909772
mobley_1967551,False,False,5,1.82994,-1.67006,-3.5,-1.5186675637960434,0.8299001955233742,-0.8299001955233742,0.6336466952605446,3.1959116719917207
mobley_6733657,False,True,17,25.433714333333327,-28.87371433333333,-3.44,-25.660778142511845,1.0089276700289478,1.0089276700289478,-22.651707189491148,-21.640302675033297
mobley_9565165,False,False,0,1.8429066666666665,-5.192906666666667,-3.35,0.0,0.0,-0.0,0.0,0.0
mobley_2487143,False,False,4,2.870951333333333,-0.40904866666666667,-3.28,-0.1561798425391316,0.05440003135051341,-0.05440003135051341,-0.5518368522892674,-0.7414344550932999
mobley_8449031,True,False,3,3.2514236666666667,0.03142366666666667,-3.22,0.7396587133407593,0.22748764515792905,0.22748764515792905,-1.2706712344620583,-1.0914974447886432
mobley_172879,False,False,0,0.30668733333333265,-2.8433126666666673,-3.15,0.0,0.0,0.0,0.0,0.0
mobley_5346580,False,True,5,3.3408889999999998,0.23088900000000012,-3.11,-1.688625702013572,0.5054420251656287,-0.5054420251656287,0.8036048334780732,-1.5073388289937482
mobley_3573480,False,False,4,1.5757253333333336,-1.4642746666666664,-3.04,-0.6400421572228272,0.4061889110260505,-0.4061889110260505,-0.0679745376055716,0.6929619686525292
mobley_1075836,False,False,3,4.999704,2.069704,-2.93,0.1495613654454549,0.029914044000495806,0.029914044000495806,-0.6805738865667541,0.46054416307643375
mobley_6102880,False,False,0,1.0127260000000005,-1.8572739999999996,-2.87,0.0,0.0,0.0,0.0,0.0
mobley_1827204,False,False,1,0.7900956666666663,-3.6000956666666664,-2.81,0.6482988794644674,0.8205321289756907,-0.8205321289756907,0.8253030531715666,0.5435206012438565
mobley_2146331,False,False,3,0.8544999999999998,-1.8955000000000002,-2.75,-2.346749570220709,2.7463423876193205,-2.7463423876193205,1.8157370490994098,3.15417163663085
mobley_7943327,False,False,1,3.258128,0.5781280000000001,-2.68,-0.1029987533887227,0.031612862781549005,-0.031612862781549005,-0.07400542031837709,-0.03920754230982215
mobley_5110043,False,False,8,4.632732,-7.262732,-2.63,0.40115139198799926,0.08659067521885559,-0.08659067521885559,1.8171847816447961,1.9655631947277499
mobley_5616693,False,False,4,2.912138,-5.442138,-2.53,-2.297895929465691,0.789075218779361,0.789075218779361,-1.5898792346372925,0.6558277552965475
mobley_6619554,False,False,3,0.6536723333333334,-1.8363276666666668,-2.49,-1.3677118395765622,2.0923508152808905,-2.0923508152808905,0.8366993184552631,0.004025084729453177
mobley_6359156,False,False,2,0.9209653333333332,-1.5390346666666668,-2.46,1.1147102812925975,1.2103715970046622,1.2103715970046622,-0.3732120379598691,-0.6636144646688611
mobley_1781152,False,True,8,4.428534666666667,2.028534666666667,-2.4,0.7786513914664586,0.17582596729507938,0.17582596729507938,-2.1946847811232564,-2.309651282924648
mobley_859464,False,False,7,0.8442369999999999,-1.515763,-2.36,-1.9950915962787503,2.3631890053133784,-2.3631890053133784,0.7560623803290525,-0.09179197971789721
mobley_7150646,False,False,0,0.3894306666666665,-1.9105693333333333,-2.3,0.0,0.0,0.0,0.0,0.0
mobley_1592519,False,False,3,0.385126333333333,-2.615126333333333,-2.23,-0.12783608833948776,0.3319328679320496,0.3319328679320496,0.4031764327818115,0.4968386972454608
mobley_5538249,False,False,4,0.3174880000000002,-1.842512,-2.16,0.38377412160237645,1.2087830771631565,1.2087830771631565,0.4568148164307748,-0.010093873329258818
mobley_6911232,False,False,5,4.980505666666667,2.8805056666666666,-2.1,0.4907935621837775,0.09854291813551011,0.09854291813551011,-1.375814430719276,-0.45368839810624184
mobley_3269565,True,False,2,4.634009333333333,2.624009333333333,-2.01,-0.7719697405894597,0.1665878691776753,-0.1665878691776753,0.4179613931752595,0.05401030046194677
mobley_2484519,False,False,2,1.365713,-0.5642869999999999,-1.93,0.5731497009595234,0.41967067821681675,0.41967067821681675,-0.927158048373723,-0.09516667692578884
mobley_7690440,False,False,6,3.4979690000000003,1.667969,-1.83,0.3654652793581287,0.10447927907826761,0.10447927907826761,-1.427490321600727,1.5910843324402206
mobley_3802803,False,False,4,0.6516043333333335,-2.3116043333333334,-1.66,-1.2755333110690117,1.957527361035063,1.957527361035063,-0.5675166162406129,-0.2221471017694503
mobley_1144156,False,False,0,3.2557223333333334,1.6657223333333333,-1.59,0.0,0.0,0.0,0.0,0.0
mobley_2481002,False,True,7,31.175537666666667,-32.625537666666666,-1.45,-32.62553745508194,1.0465108189606505,1.0465108189606505,-30.96456709420109,-18.66855173945525
mobley_2489709,False,False,6,1.1287846666666668,-0.23121533333333333,-1.36,0.9347529361645379,0.8281056287953397,0.8281056287953397,-0.2607913549261973,0.4676453094013848
mobley_5052949,True,False,1,0.4317979999999999,-1.711798,-1.28,-0.16834139078855506,0.3898614416661381,0.3898614416661381,0.00866278291854461,0.4347069159002883
mobley_2492140,False,True,8,83.957435,-85.18743500000001,-1.23,-85.18743356068929,1.01465026368051,1.01465026368051,-83.77140017103248,-57.26601192471854
mobley_7542832,False,True,5,0.706116,-0.45388399999999995,-1.16,-1.288204379379749,1.8243523434956141,-1.8243523434956141,0.4031835108442505,2.3823997923543185
mobley_7814642,False,False,3,0.971392666666667,-2.091392666666667,-1.12,-1.2277248948812485,1.2638811646521744,1.2638811646521744,-0.6967123737599494,0.3138992665629041
mobley_1563176,True,False,1,0.20710666666666655,-0.7828933333333334,-0.99,-0.42427289485931396,2.0485718865929674,-2.0485718865929674,0.2472687211522142,0.6447910618980963
mobley_1873346,False,False,4,0.6438623333333332,-1.5438623333333332,-0.9,0.3487696815282107,0.5416836231475115,-0.5416836231475115,1.0567863763566097,0.9452558437849757
mobley_3040612,False,False,2,0.8870060000000001,-1.737006,-0.85,-0.2737488026420275,0.3086211397014535,0.3086211397014535,0.08025954477217212,0.7144377439124122
mobley_4483973,True,False,0,1.0726170000000002,0.27261700000000005,-0.8,0.0,0.0,0.0,0.0,0.0
mobley_9913368,False,False,4,0.15665966666666675,-0.6233403333333333,-0.78,0.545308197538058,3.4808461497517404,3.4808461497517404,0.9400055590331234,0.5742072156280297
mobley_1449384,True,False,5,2.5790453333333327,-3.259045333333333,-0.68,0.314670662706097,0.12201052018709393,-0.12201052018709393,1.199691531241596,1.3525340546608424
mobley_7708038,False,False,3,1.263739666666667,0.7037396666666668,-0.56,0.6703149019740522,0.5304216680498162,0.5304216680498162,-1.2013274230953512,0.02984852807548144
mobley_8311321,False,False,4,0.9328003333333335,-1.4328003333333335,-0.5,-1.4388157532860837,1.5424691671630515,1.5424691671630515,-0.7307990584576849,-0.8009883897448619
mobley_766666,False,True,6,6.052097666666666,-6.492097666666666,-0.44,-6.492096928879618,1.0727019434329936,1.0727019434329936,-5.43007188663702,1.210125416787613
mobley_5445548,False,False,1,0.8495723333333332,-1.1495723333333332,-0.3,-0.15123225500186283,0.17800986339620622,0.17800986339620622,0.025771918705236985,0.6504233109402198
mobley_9029594,False,False,3,0.20151366666666667,-0.018486333333333337,-0.22,-0.6097289721171062,3.025745013739876,-3.025745013739876,0.07871645099580707,0.06269100207404879
mobley_3370989,False,True,6,1.0300793333333331,-1.1400793333333332,-0.11,-0.7440839551078777,0.7223559691271785,0.7223559691271785,0.31794108713472036,-0.15107500759430692
mobley_627267,False,False,5,0.9875873333333333,0.9575873333333332,-0.03,0.08393776416778559,0.08499275085320954,0.08499275085320954,-0.9689586327032841,-0.8351542727444862
mobley_6250025,False,False,0,3.1915783333333336,-3.1115783333333336,0.08,0.0,0.0,-0.0,0.0,0.0
mobley_4252724,True,False,3,3.8748453333333335,-3.7148453333333333,0.16,-0.9595079279194275,0.24762483283274983,0.24762483283274983,-0.42849540679812836,0.18030084503310606
mobley_7157427,False,True,2,3.3550486666666663,-3.0650486666666663,0.29,-0.9655374487241108,0.28778642119769876,0.28778642119769876,-0.6115291013099116,0.19596519218735997
mobley_8885088,False,False,0,1.0628546666666665,-0.5028546666666666,0.56,0.0,0.0,-0.0,0.0,0.0
mobley_8522124,False,False,3,4.887682666666667,-4.177682666666667,0.71,-1.4910342146952946,0.30505953769542893,0.30505953769542893,-0.9600216935739954,-0.8373622444724997
mobley_4678740,False,False,14,1.963311,-0.8933110000000001,1.07,2.282426416873932,1.1625394126931148,-1.1625394126931148,4.760484848773328,-0.4422881750289356
mobley_2689721,False,True,6,4.076600000000001,-2.8466000000000005,1.23,-4.883764564990997,1.1979994517467978,1.1979994517467978,-3.8217395227483997,-0.5152279507308566
mobley_1662128,False,False,0,0.4040296666666666,0.9759703333333333,1.38,0.0,0.0,-0.0,0.0,0.0
mobley_4762983,False,False,1,4.483967333333333,-2.8239673333333335,1.66,-0.6041707495848337,0.13474022103004477,0.13474022103004477,-0.42716657587773366,0.13046155465162457
mobley_7732703,False,False,5,2.882567,-1.092567,1.79,-1.0925667186578116,0.3790256110813076,0.3790256110813076,-0.20754585012231264,0.023120479227310753
mobley_2068538,False,False,3,1.2793809999999999,0.720619,2.0,-0.7384555482616026,0.5771975261955608,0.5771975261955608,-0.20744302714030338,-0.49753020252775815
mobley_5157661,False,False,5,1.0955326666666665,1.2044673333333333,2.3,-0.5449640949567159,0.4974421224835371,0.4974421224835371,0.3400567735787827,0.06253352143968605
mobley_1261349,False,True,5,9.915737333333333,12.425737333333332,2.51,10.161253531773887,1.0247602563669385,1.0247602563669385,-8.785200266357279,-5.718875201223243
mobley_2328633,False,True,1,9.240134333333334,-6.690134333333333,2.55,0.6182313362757365,0.06690718056397699,-0.06690718056397699,0.7952355099828345,0.7758396861455346
mobley_8436428,False,False,4,4.599964333333333,-1.7699643333333333,2.83,-1.1566206191976864,0.2514412146234075,0.2514412146234075,-0.4486039243692881,0.13145757686227366
mobley_3060426,False,True,5,4.682272,-1.7522720000000003,2.93,-0.36628119647502877,0.07822723593909725,0.07822723593909725,0.5187396720604704,3.14473861797699
mobley_2197088,False,True,3,8.218285000000002,-5.058285000000001,3.16,-1.217836300532023,0.14818618489526986,0.14818618489526986,-0.6868237794107248,0.6253493393564256
